County_FIPS,D,I,R
1001.0,23.95,1.3,73.43
1003.0,19.56,1.54,77.35
1005.0,46.66,0.53,52.27
1007.0,21.42,0.8,76.96
1009.0,8.46,0.835,89.85
1011.0,75.09,0.335,24.22
1013.0,42.78,0.44,56.31
1015.0,27.85,1.45,69.23
1017.0,41.82,0.76,56.63
1019.0,14.51,0.805,83.87
1021.0,15.93,0.755,82.54
1023.0,42.77,0.39,56.43
1025.0,44.15,0.44,54.95
1027.0,18.77,0.815,79.58
1029.0,10.47,0.835,87.84
1031.0,20.44,1.2,77.14
1033.0,29.62,1.24,67.88
1035.0,46.9,0.46,52.16
1037.0,34.08,0.635,64.63
1039.0,15.03,0.68,83.58
1041.0,26.59,0.62,72.15
1043.0,10.0,1.085,87.81
1045.0,23.67,1.1,74.11
1047.0,68.47,0.315,30.88
1049.0,14.11,1.19,83.48
1051.0,22.85,1.145,74.83
1053.0,30.88,0.76,67.58
1055.0,23.8,1.135,73.91
1057.0,16.56,0.805,81.8
1059.0,18.37,1.22,79.18
1061.0,13.05,0.725,85.48
1063.0,82.39,0.18,17.23
1065.0,59.57,0.405,39.6
1067.0,28.51,0.67,70.13
1069.0,25.09,1.085,72.72
1071.0,17.62,1.15,80.07
1073.0,52.24,1.36,45.02
1075.0,14.93,0.55,83.95
1077.0,25.44,1.54,71.45
1079.0,24.69,0.955,73.39
1081.0,36.39,2.04,59.51
1083.0,23.7,1.56,73.15
1085.0,73.12,0.315,26.22
1087.0,82.72,0.66,15.93
1089.0,39.15,2.455,55.93
1091.0,51.21,0.525,47.71
1093.0,11.09,0.8,87.3
1095.0,14.05,1.19,83.56
1097.0,41.88,1.18,55.74
1099.0,42.31,0.505,56.66
1101.0,62.03,1.04,35.87
1103.0,22.43,1.38,74.79
1105.0,72.74,0.27,26.69
1107.0,41.83,0.355,57.44
1109.0,38.68,1.165,58.97
1111.0,22.6,0.7,75.98
1113.0,50.04,0.905,48.12
1115.0,14.62,1.06,83.24
1117.0,23.11,1.725,73.42
1119.0,74.15,0.55,24.73
1121.0,36.45,0.77,62.0
1123.0,28.48,0.715,70.07
1125.0,38.85,1.375,58.37
1127.0,15.34,0.935,82.78
1129.0,27.86,0.55,71.01
1131.0,71.02,0.235,28.49
1133.0,8.49,0.77,89.95
4001.0,65.36,3.07,28.48
4003.0,35.43,3.26,58.02
4005.0,56.32,3.39,36.88
4007.0,31.52,2.285,63.89
4009.0,27.64,2.565,67.21
4011.0,33.67,3.985,58.34
4012.0,26.72,2.345,68.56
4013.0,45.67,2.59,49.12
4015.0,22.22,2.05,73.67
4017.0,43.38,2.655,51.3
4019.0,54.23,2.505,40.75
4021.0,38.09,2.24,57.41
4023.0,71.57,1.975,24.45
4025.0,32.01,2.265,63.44
4027.0,44.98,2.25,50.5
5001.0,31.21,1.195,61.58
5003.0,29.79,0.69,66.03
5005.0,21.09,0.766666666667,74.27
5007.0,28.88,1.36,62.91
5009.0,18.16,0.976666666667,75.94
5011.0,36.06,0.778333333333,59.22
5013.0,28.09,0.54,68.63
5015.0,31.05,0.971666666667,63.08
5017.0,56.27,0.433333333333,41.09
5019.0,42.39,0.975,51.71
5021.0,33.32,0.606666666667,63.0
5023.0,17.39,0.72,78.25
5025.0,21.56,0.835,73.38
5027.0,35.33,0.541666666667,61.39
5029.0,33.51,0.883333333333,61.15
5031.0,29.58,0.998333333333,64.39
5033.0,19.97,0.943333333333,74.34
5035.0,52.64,0.596666666667,43.74
5037.0,29.06,0.7,66.69
5039.0,42.07,0.578333333333,54.42
5041.0,52.37,0.426666666667,45.03
5043.0,35.87,0.65,60.19
5045.0,30.77,1.23166666667,61.8
5047.0,20.34,0.866666666667,74.42
5049.0,22.36,0.811666666667,72.73
5051.0,30.15,0.976666666667,63.95
5053.0,20.36,0.818333333333,74.69
5055.0,20.98,0.918333333333,73.47
5057.0,33.72,0.633333333333,62.45
5059.0,26.34,0.861666666667,68.46
5061.0,28.9,0.586666666667,67.54
5063.0,21.16,0.968333333333,72.98
5065.0,20.4,0.888333333333,74.23
5067.0,30.73,0.986666666667,63.32
5069.0,60.88,0.556666666667,35.74
5071.0,26.64,1.08333333333,66.82
5073.0,36.12,0.393333333333,61.48
5075.0,22.21,1.045,71.48
5077.0,57.45,0.3,40.69
5079.0,32.72,0.511666666667,64.16
5081.0,26.47,0.868333333333,68.29
5083.0,21.64,0.965,72.53
5085.0,20.87,0.9,73.69
5087.0,23.23,0.786666666667,72.0
5089.0,20.31,0.791666666667,74.9
5091.0,26.55,0.536666666667,70.18
5093.0,42.99,0.588333333333,53.44
5095.0,46.72,0.473333333333,50.39
5097.0,21.17,0.778333333333,74.12
5099.0,35.64,0.436666666667,61.7
5101.0,18.62,0.788333333333,76.6
5103.0,43.5,0.436666666667,53.85
5105.0,24.28,0.965,69.89
5107.0,61.91,0.466666666667,35.24
5109.0,17.18,0.608333333333,79.14
5111.0,35.22,0.948333333333,59.05
5113.0,14.72,0.805,80.41
5115.0,22.13,0.958333333333,72.09
5117.0,23.6,0.601666666667,72.76
5119.0,56.04,0.93,38.36
5121.0,22.34,1.15833333333,70.68
5123.0,54.25,0.455,43.0
5125.0,25.19,1.09833333333,68.18
5127.0,16.68,0.835,78.27
5129.0,16.12,0.765,79.26
5131.0,27.61,1.19,65.2
5133.0,23.52,0.773333333333,71.79
5135.0,20.31,0.843333333333,74.59
5137.0,21.35,0.886666666667,73.29
5139.0,34.48,0.566666666667,62.07
5141.0,21.73,0.433333333333,75.63
5143.0,40.6,1.42666666667,50.81
5145.0,18.45,1.03833333333,75.28
5147.0,43.53,0.676666666667,52.37
5149.0,22.91,0.905,71.61
6001.0,79.5,1.8,15.07
6003.0,55.3,2.66333333333,36.69
6005.0,34.03,1.85,60.39
6007.0,43.75,2.44333333333,48.89
6009.0,35.41,2.14,58.14
6011.0,39.68,1.86333333333,54.71
6013.0,68.77,1.78333333333,25.85
6015.0,37.7,2.43666666667,54.97
6017.0,40.12,2.16,53.37
6019.0,48.63,1.58,46.6
6021.0,32.46,1.64333333333,62.59
6023.0,58.25,3.12333333333,32.35
6025.0,68.7,1.46333333333,26.88
6027.0,39.51,2.42333333333,53.18
6029.0,38.51,1.71,56.33
6031.0,38.63,1.78666666667,55.99
6033.0,47.83,2.68666666667,44.09
6035.0,21.52,1.98666666667,72.51
6037.0,71.49,1.68,23.44
6039.0,38.76,1.70666666667,56.09
6041.0,78.89,1.65333333333,16.13
6043.0,34.96,2.08333333333,58.77
6045.0,60.38,2.79,31.22
6047.0,51.39,1.70333333333,43.47
6049.0,23.75,1.46333333333,71.83
6051.0,51.57,2.73,40.21
6053.0,66.87,1.82666666667,27.63
6055.0,64.86,1.84,29.6
6057.0,48.7,2.37333333333,44.15
6059.0,49.86,1.8,44.71
6061.0,41.76,1.90666666667,52.5
6063.0,36.51,1.98666666667,57.51
6065.0,48.95,1.54333333333,46.4
6067.0,58.16,1.99666666667,35.83
6069.0,57.41,1.83333333333,37.06
6071.0,51.81,1.70666666667,43.05
6073.0,55.88,1.76333333333,38.81
6075.0,85.41,1.62333333333,9.7
6077.0,53.21,1.62,41.91
6079.0,50.84,2.23666666667,42.42
6081.0,76.3,1.53,19.09
6083.0,61.09,2.01,32.85
6085.0,73.21,1.9,21.07
6087.0,75.4,2.16333333333,18.09
6089.0,28.43,1.92666666667,65.77
6091.0,33.27,2.80666666667,58.29
6093.0,35.87,2.26,57.32
6095.0,61.9,1.91666666667,32.31
6097.0,70.72,2.15333333333,22.8
6099.0,46.69,1.77333333333,47.97
6101.0,38.69,1.91333333333,55.55
6103.0,29.29,1.76666666667,65.39
6105.0,39.77,3.04,51.08
6107.0,39.55,1.54333333333,55.79
6109.0,37.84,1.78666666667,56.78
6111.0,55.15,1.92,39.06
6113.0,68.07,1.96,26.03
6115.0,34.26,2.10333333333,59.4
8001.0,49.37,0.4185,42.14
8003.0,45.93,0.5005,43.94
8005.0,52.67,0.4135,38.92
8007.0,34.14,0.386,58.07
8009.0,13.19,0.2645,81.44
8011.0,30.7,0.38,61.62
8013.0,70.56,0.3695,21.93
8014.0,52.3,0.4695,38.21
8015.0,43.39,0.422,48.03
8017.0,11.8,0.203,84.1
8019.0,46.72,0.4675,43.85
8021.0,44.15,0.4155,47.48
8023.0,60.93,0.354,31.92
8025.0,22.23,0.348,70.74
8027.0,26.01,0.338,67.19
8029.0,24.29,0.3035,69.52
8031.0,75.27,0.293,18.77
8033.0,18.45,0.2705,76.09
8035.0,36.65,0.4235,54.76
8037.0,55.95,0.394,36.05
8039.0,19.47,0.3455,73.52
8041.0,33.77,0.489,56.34
8043.0,24.1,0.346,68.85
8045.0,42.55,0.3845,49.64
8047.0,45.71,0.523,43.76
8049.0,38.98,0.424,52.47
8051.0,54.5,0.525,34.94
8053.0,33.44,0.446,57.55
8055.0,43.23,0.3485,49.7
8057.0,19.83,0.364,72.85
8059.0,49.06,0.4375,42.07
8061.0,10.66,0.209,85.11
8063.0,14.55,0.2625,80.09
8065.0,50.39,0.4875,39.81
8067.0,49.8,0.474,40.59
8069.0,47.53,0.4875,42.61
8071.0,39.05,0.31,54.62
8073.0,16.61,0.268,77.97
8075.0,18.99,0.3005,74.95
8077.0,27.99,0.383,64.27
8079.0,36.34,0.543,52.76
8081.0,13.42,0.2605,81.3
8083.0,30.85,0.394,61.16
8085.0,25.8,0.3095,67.88
8087.0,26.31,0.2715,68.16
8089.0,34.12,0.3225,59.3
8091.0,51.41,0.3945,40.67
8093.0,32.7,0.404,59.08
8095.0,18.69,0.223,76.8
8097.0,69.69,0.296,24.28
8099.0,23.56,0.2975,70.47
8101.0,46.48,0.363,46.15
8103.0,12.6,0.317,80.96
8105.0,36.16,0.4,55.75
8107.0,54.36,0.4085,37.38
8109.0,49.68,0.464,40.96
8111.0,52.37,0.2555,42.49
8113.0,68.66,0.3695,23.89
8115.0,19.57,0.2975,74.41
8117.0,59.16,0.46,31.52
8119.0,24.97,0.375,67.45
8121.0,10.67,0.246,84.34
8123.0,34.28,0.4445,56.71
8125.0,15.03,0.221,80.51
9001.0,58.0,2.05,38.0
9003.0,58.9,2.25,36.6
9005.0,40.8,2.3,54.6
9007.0,51.2,2.4,43.9
9009.0,54.1,1.9,42.1
9011.0,50.4,2.9,43.8
9013.0,50.6,3.1,43.2
9015.0,43.0,3.15,50.7
10001.0,44.9,2.635,49.81
10003.0,62.3,2.495,32.7
10005.0,37.16,1.83,59.16
11001.0,90.9,2.55,4.0
12001.0,58.96,1.1425,36.44
12003.0,16.71,0.445,81.47
12005.0,24.88,0.985,71.15
12007.0,24.16,0.535,73.67
12009.0,38.02,1.0425,57.77
12011.0,66.47,0.5225,31.41
12013.0,20.37,0.755,76.59
12015.0,34.69,0.6975,62.49
12017.0,28.6,0.7625,68.32
12019.0,26.1,0.8625,70.41
12021.0,35.74,0.62,61.75
12023.0,26.48,0.64,70.94
12027.0,34.95,0.59,62.67
12029.0,17.63,0.375,80.83
12031.0,47.49,0.875,48.99
12033.0,37.67,1.005,58.28
12035.0,38.29,0.7025,58.87
12037.0,28.95,0.6025,68.61
12039.0,67.91,0.41,30.44
12041.0,17.3,0.6525,80.06
12043.0,29.18,0.5,68.79
12045.0,23.56,0.8325,73.08
12047.0,34.83,0.515,63.08
12049.0,28.33,0.6275,69.13
12051.0,41.5,0.68,55.75
12053.0,33.89,0.8025,62.87
12055.0,32.68,0.64,64.72
12057.0,51.49,0.95,44.68
12059.0,10.01,0.5175,87.89
12061.0,36.29,0.725,60.78
12063.0,30.39,0.4525,67.77
12065.0,46.28,0.5625,51.43
12067.0,15.25,0.475,82.81
12069.0,36.84,0.7925,59.97
12071.0,38.28,0.755,58.66
12073.0,60.51,1.0175,35.39
12075.0,26.28,0.6625,71.03
12077.0,19.75,0.77,77.14
12079.0,41.46,0.37,57.02
12081.0,39.8,0.8025,56.95
12083.0,35.5,0.6825,61.73
12085.0,35.17,0.6975,62.02
12086.0,63.65,0.555,34.09
12087.0,44.65,0.9375,51.57
12089.0,23.31,0.7825,73.53
12091.0,23.55,1.275,71.31
12093.0,28.99,0.61,68.52
12095.0,60.38,0.9625,35.74
12097.0,60.92,0.7875,35.89
12099.0,56.51,0.5675,41.19
12101.0,37.37,0.915,58.94
12103.0,47.47,0.985,48.57
12105.0,41.28,0.825,55.39
12107.0,30.38,0.655,66.98
12109.0,31.55,0.8625,64.98
12111.0,47.47,0.6475,49.91
12113.0,21.04,1.1125,74.48
12115.0,42.74,0.73,54.3
12117.0,47.06,1.0525,48.69
12119.0,29.52,0.4175,68.78
12121.0,21.17,0.5825,76.47
12123.0,23.15,0.5525,74.6
12125.0,17.81,0.49,80.22
12127.0,41.79,0.8325,54.84
12129.0,28.33,0.7925,68.47
12131.0,20.44,0.74,76.56
12133.0,20.28,0.5625,77.44
13001.0,20.47,1.09,78.42
13003.0,26.72,1.34,71.92
13005.0,15.13,1.17,83.69
13007.0,45.13,1.04,53.81
13009.0,49.54,2.6,47.84
13011.0,9.84,1.9,88.25
13013.0,22.82,3.96,73.21
13015.0,20.89,3.0,76.09
13017.0,35.42,1.53,63.04
13019.0,15.86,1.73,82.4
13021.0,58.94,2.32,38.72
13023.0,22.17,2.49,75.33
13025.0,9.84,1.67,88.48
13027.0,39.94,1.35,58.69
13029.0,26.62,3.58,69.79
13031.0,36.48,3.57,59.93
13033.0,50.58,1.37,48.03
13035.0,27.07,2.04,70.87
13037.0,58.23,0.79,40.97
13039.0,31.41,3.31,65.26
13043.0,27.22,1.94,70.82
13045.0,28.39,3.06,68.54
13047.0,17.98,3.32,78.68
13049.0,25.04,1.34,73.6
13051.0,55.65,3.17,41.17
13053.0,42.84,3.25,53.9
13055.0,19.54,2.14,78.3
13057.0,22.74,4.52,72.73
13059.0,66.74,4.55,28.69
13061.0,54.83,0.62,44.53
13063.0,85.06,1.77,13.15
13065.0,28.03,1.39,70.56
13067.0,48.83,4.41,46.74
13069.0,29.43,1.66,68.9
13071.0,25.45,1.76,72.77
13073.0,29.38,3.53,67.08
13075.0,29.01,1.83,69.14
13077.0,27.02,3.63,69.33
13079.0,27.51,2.05,70.42
13081.0,37.79,1.68,60.52
13083.0,15.46,3.62,80.9
13085.0,12.36,3.04,84.58
13087.0,40.08,1.22,58.69
13089.0,80.82,3.11,16.06
13091.0,26.24,1.97,71.77
13093.0,48.48,0.91,50.59
13095.0,68.45,1.39,30.14
13097.0,53.98,2.77,43.23
13099.0,45.27,1.35,53.36
13101.0,13.27,1.1,85.61
13103.0,20.73,2.9,76.36
13105.0,31.68,1.71,66.59
13107.0,31.04,0.95,68.0
13109.0,31.37,1.88,66.74
13111.0,16.32,1.88,81.79
13113.0,38.5,3.47,58.01
13115.0,26.64,3.14,70.2
13117.0,24.07,4.19,71.72
13119.0,14.66,2.08,83.24
13121.0,69.22,3.66,27.1
13123.0,15.37,2.3,82.31
13125.0,9.92,1.22,88.84
13127.0,34.48,2.41,63.1
13129.0,16.84,2.66,80.48
13131.0,32.7,1.46,65.82
13133.0,36.16,1.68,62.14
13135.0,50.95,3.82,45.21
13137.0,15.39,2.85,81.74
13139.0,23.03,3.27,73.68
13141.0,75.44,1.0,23.54
13143.0,13.02,2.33,84.64
13145.0,24.9,2.31,72.78
13147.0,25.63,2.07,72.29
13149.0,17.66,2.21,80.12
13151.0,50.9,2.54,46.55
13153.0,37.71,2.93,59.35
13155.0,24.32,1.58,74.09
13157.0,16.51,3.08,80.4
13159.0,25.66,1.97,72.35
13161.0,17.7,1.68,80.6
13163.0,54.93,0.98,44.08
13165.0,36.51,1.12,62.35
13167.0,30.85,0.73,68.41
13169.0,31.61,2.07,66.3
13171.0,29.92,1.65,68.42
13173.0,28.13,2.51,69.34
13175.0,34.64,1.59,63.76
13177.0,22.44,2.11,75.43
13179.0,59.26,2.64,38.08
13181.0,31.0,1.7,67.29
13183.0,33.0,3.16,63.83
13185.0,39.69,2.42,57.88
13187.0,17.98,4.01,78.0
13189.0,39.91,1.47,58.61
13191.0,38.99,1.91,59.08
13193.0,63.09,0.97,35.92
13195.0,20.28,2.73,76.97
13197.0,38.1,1.53,60.35
13199.0,41.38,1.79,56.81
13201.0,24.48,1.18,74.33
13205.0,44.44,1.18,54.37
13207.0,28.16,2.24,69.59
13209.0,23.79,1.26,74.94
13211.0,28.17,2.31,69.51
13213.0,14.48,2.27,83.23
13215.0,57.96,2.65,39.37
13217.0,50.09,2.15,47.74
13219.0,27.6,4.68,67.7
13221.0,27.5,2.99,69.5
13223.0,27.86,3.02,69.11
13225.0,47.5,1.97,50.51
13227.0,14.13,2.53,83.32
13229.0,12.37,1.27,86.35
13231.0,14.28,1.87,83.83
13233.0,20.22,2.04,77.73
13235.0,30.68,1.61,67.7
13237.0,29.1,1.8,69.09
13239.0,44.15,0.76,55.07
13241.0,18.15,2.75,79.09
13243.0,55.16,0.96,43.86
13245.0,64.98,2.4,32.6
13247.0,61.73,2.44,35.81
13249.0,21.0,1.88,77.1
13251.0,40.35,1.64,57.99
13253.0,33.15,1.34,65.5
13255.0,36.03,3.68,60.27
13257.0,18.8,2.48,78.7
13259.0,59.42,1.36,39.21
13261.0,50.3,1.62,48.07
13263.0,61.7,1.41,36.87
13265.0,60.75,0.33,38.9
13267.0,24.39,1.58,74.02
13269.0,38.06,1.32,60.61
13271.0,34.6,0.84,64.54
13273.0,54.24,0.95,44.79
13275.0,38.1,1.95,59.93
13277.0,30.41,1.75,67.83
13279.0,25.66,1.73,72.59
13281.0,17.93,2.12,79.94
13283.0,31.85,1.18,66.96
13285.0,37.2,2.14,60.64
13287.0,36.66,1.56,61.76
13289.0,48.6,1.2,50.18
13291.0,16.29,1.89,81.8
13293.0,31.77,1.51,66.71
13295.0,17.59,3.29,79.1
13297.0,20.47,2.6,76.91
13299.0,28.27,1.69,70.02
13301.0,56.3,1.2,42.49
13303.0,49.71,1.15,49.13
13305.0,19.65,1.83,78.51
13307.0,42.28,1.16,56.55
13309.0,30.73,1.66,67.6
13311.0,14.2,2.95,82.83
13313.0,26.1,3.03,70.85
13315.0,28.65,0.84,70.5
13317.0,41.25,1.27,57.47
13319.0,44.27,1.19,54.53
13321.0,24.37,1.29,74.32
15001.0,63.63,3.09666666667,27.05
15003.0,61.57,2.24666666667,31.66
15007.0,62.48,2.91,28.76
15009.0,64.53,3.07,26.23
16001.0,38.69,2.22333333333,47.93
16003.0,19.01,1.615,71.27
16005.0,30.95,2.93,51.42
16007.0,8.7,2.67166666667,75.23
16009.0,18.6,1.23166666667,73.97
16011.0,17.58,2.795,65.6
16013.0,59.83,1.49833333333,31.14
16015.0,20.38,1.57666666667,70.12
16017.0,30.56,1.43833333333,60.77
16019.0,20.19,3.23166666667,60.38
16021.0,18.11,1.38,73.57
16023.0,13.0,2.10833333333,74.3
16025.0,18.36,2.19333333333,68.44
16027.0,23.16,1.97833333333,64.93
16029.0,8.92,2.68,74.95
16031.0,12.66,2.42833333333,72.74
16033.0,15.54,2.11666666667,71.73
16035.0,18.52,1.07,75.03
16037.0,17.69,1.43833333333,73.64
16039.0,21.29,1.73333333333,68.27
16041.0,7.0,3.67166666667,70.94
16043.0,11.39,2.83333333333,71.59
16045.0,15.45,1.55166666667,75.2
16047.0,17.91,1.65666666667,72.1
16049.0,14.54,1.18333333333,78.32
16051.0,8.5,2.985,73.54
16053.0,19.84,1.875,68.87
16055.0,24.53,1.395,67.05
16057.0,44.59,2.56666666667,39.98
16059.0,18.01,1.32333333333,74.01
16061.0,16.98,1.23,75.59
16063.0,20.59,1.93833333333,67.73
16065.0,7.65,5.88666666667,56.99
16067.0,16.98,1.97333333333,71.13
16069.0,28.07,1.61333333333,62.22
16071.0,8.89,2.84,74.03
16073.0,15.07,1.175,77.85
16075.0,15.64,1.47166666667,75.5
16077.0,25.34,2.36833333333,60.4
16079.0,27.03,1.42166666667,64.39
16081.0,43.43,2.17166666667,43.51
16083.0,21.45,2.07833333333,66.04
16085.0,35.76,1.64666666667,54.32
16087.0,17.42,1.47333333333,73.7
17001.0,24.02,2.21,71.55
17003.0,44.75,1.095,53.04
17005.0,27.68,3.425,65.45
17007.0,39.6,3.07,54.24
17009.0,20.33,1.815,76.02
17011.0,36.86,3.15,56.82
17013.0,28.91,1.91,67.25
17015.0,33.13,3.32,60.21
17017.0,31.99,2.18,63.63
17019.0,55.71,3.505,37.26
17021.0,26.0,2.63,68.72
17023.0,23.95,2.08,71.87
17025.0,16.15,2.025,79.78
17027.0,22.81,2.7,71.77
17029.0,33.75,3.03,60.17
17031.0,74.37,2.095,21.41
17033.0,23.14,2.295,72.24
17035.0,18.64,2.58,76.18
17037.0,47.75,3.76,44.71
17041.0,24.05,2.765,70.4
17043.0,53.88,3.15,39.8
17045.0,22.84,2.38,72.38
17047.0,13.04,1.55,83.84
17049.0,17.62,2.13,78.1
17051.0,19.06,1.77,77.38
17053.0,22.42,3.215,71.14
17055.0,25.41,1.94,70.69
17057.0,39.19,3.23,54.34
17059.0,24.37,1.725,72.16
17061.0,21.68,1.81,74.68
17063.0,35.03,3.17,58.61
17065.0,19.3,1.66,77.35
17067.0,22.3,2.305,73.07
17069.0,19.64,1.495,77.35
17071.0,33.07,2.525,61.86
17073.0,36.46,2.955,57.61
17075.0,19.31,2.7,75.27
17077.0,47.4,4.075,44.42
17079.0,18.1,2.02,77.84
17081.0,26.21,2.16,69.45
17083.0,24.5,2.285,70.92
17087.0,18.86,1.975,77.18
17089.0,51.36,3.1,42.42
17091.0,40.61,2.75,53.87
17093.0,46.03,3.21,47.52
17095.0,45.25,3.11,48.52
17097.0,57.28,2.855,36.99
17099.0,39.78,2.99,54.22
17101.0,21.32,1.93,74.79
17103.0,36.14,3.67,56.5
17105.0,26.53,2.955,67.54
17107.0,27.21,2.725,67.32
17109.0,40.88,3.26,52.58
17111.0,42.68,3.28,50.74
17113.0,45.46,3.795,46.94
17115.0,38.51,2.42,56.64
17117.0,29.85,2.635,64.86
17119.0,39.35,2.84,54.96
17121.0,25.48,2.08,70.34
17123.0,30.22,2.9,63.96
17125.0,31.21,2.9,62.97
17127.0,23.44,1.76,73.02
17129.0,28.14,2.995,65.85
17131.0,36.36,3.3,57.02
17133.0,28.95,2.45,66.13
17135.0,27.2,2.81,67.16
17137.0,32.12,2.92,62.02
17139.0,23.77,2.25,71.71
17141.0,33.72,3.0,60.27
17143.0,48.32,3.05,45.56
17145.0,25.06,2.35,70.22
17147.0,29.58,3.605,63.18
17149.0,18.93,1.985,77.08
17151.0,17.54,1.87,78.7
17153.0,33.03,1.47,64.01
17155.0,37.15,2.775,57.28
17157.0,24.37,2.2,71.2
17159.0,20.69,2.06,75.17
17161.0,51.22,2.97,42.82
17163.0,50.48,2.315,44.86
17165.0,22.7,1.93,73.41
17167.0,42.22,3.06,51.64
17169.0,28.32,2.57,66.53
17171.0,20.44,1.74,76.07
17173.0,20.88,1.94,75.22
17175.0,27.63,3.355,65.64
17177.0,38.57,2.94,55.54
17179.0,32.46,3.275,60.96
17181.0,28.05,2.02,67.88
17183.0,33.14,2.245,62.35
17185.0,21.21,2.0,74.76
17187.0,38.74,2.915,55.41
17189.0,19.6,2.46,75.46
17191.0,12.69,1.48,84.33
17193.0,19.37,1.625,77.36
17195.0,43.65,3.18,49.96
17197.0,50.24,2.58,44.57
17199.0,27.17,2.19,68.43
17201.0,46.53,2.875,47.7
17203.0,26.13,2.935,67.97
18001.0,21.48,4.56,73.94
18003.0,37.87,4.63,57.48
18005.0,30.38,5.9,63.71
18007.0,23.53,5.88,70.58
18009.0,25.77,4.76,69.45
18011.0,31.75,6.94,61.3
18013.0,31.84,4.74,63.41
18015.0,21.96,5.16,72.86
18017.0,26.58,4.81,68.6
18019.0,36.77,4.5,58.72
18021.0,20.48,3.77,75.74
18023.0,23.69,4.59,71.7
18025.0,28.81,5.55,65.62
18027.0,16.76,3.64,79.59
18029.0,20.42,3.83,75.74
18031.0,19.11,4.38,76.5
18033.0,23.43,4.88,71.68
18035.0,40.49,5.32,54.17
18037.0,27.05,5.83,67.1
18039.0,31.7,4.15,64.13
18041.0,23.63,4.6,71.76
18043.0,37.44,4.99,57.56
18045.0,19.74,4.5,75.74
18047.0,17.89,3.25,78.84
18049.0,23.4,4.82,71.76
18051.0,24.04,4.34,71.6
18053.0,27.84,4.75,67.39
18055.0,21.28,4.06,74.65
18057.0,37.24,5.93,56.82
18059.0,24.7,5.76,69.53
18061.0,25.77,4.09,70.12
18063.0,30.02,5.76,64.21
18065.0,25.52,5.26,69.21
18067.0,30.51,5.07,64.41
18069.0,21.94,5.12,72.92
18071.0,21.91,4.74,73.33
18073.0,24.97,4.65,70.37
18075.0,23.72,4.72,71.55
18077.0,32.12,4.44,63.42
18079.0,21.26,4.75,73.97
18081.0,26.14,5.21,68.63
18083.0,24.36,4.09,71.54
18085.0,19.77,5.28,74.93
18087.0,21.77,4.67,73.54
18089.0,58.37,3.88,37.73
18091.0,43.99,5.6,50.4
18093.0,22.06,4.36,73.56
18095.0,34.65,5.01,60.33
18097.0,58.9,5.03,36.06
18099.0,26.64,5.13,68.22
18101.0,18.32,4.8,76.86
18103.0,20.58,5.2,74.21
18105.0,59.32,5.05,35.62
18107.0,22.26,4.55,73.18
18109.0,19.36,4.72,75.91
18111.0,24.22,5.42,70.35
18113.0,23.11,4.66,72.22
18115.0,23.51,3.87,72.6
18117.0,25.0,4.16,70.82
18119.0,22.84,4.96,72.19
18121.0,21.91,4.13,73.95
18123.0,38.15,5.07,56.77
18125.0,21.69,4.71,73.58
18127.0,43.83,5.54,50.61
18129.0,28.23,4.33,67.42
18131.0,24.4,4.7,70.88
18133.0,22.86,4.67,72.45
18135.0,23.39,4.73,71.87
18137.0,19.31,4.01,76.66
18139.0,21.13,5.5,73.35
18141.0,47.73,4.73,47.52
18143.0,29.16,3.79,67.04
18145.0,23.67,5.4,70.91
18147.0,28.72,5.28,65.99
18149.0,26.97,4.01,69.01
18151.0,25.74,4.55,69.69
18153.0,24.68,3.59,71.71
18155.0,25.55,4.14,70.29
18157.0,43.94,6.45,49.6
18159.0,21.13,4.44,74.42
18161.0,21.75,3.83,74.4
18163.0,39.32,4.5,56.17
18165.0,30.1,4.64,65.25
18167.0,40.23,4.35,55.4
18169.0,22.49,4.3,73.19
18171.0,21.4,4.69,73.89
18173.0,30.68,4.69,64.61
18175.0,23.25,4.33,72.4
18177.0,32.53,4.78,62.67
18179.0,19.69,4.1,76.19
18181.0,25.88,5.31,68.8
18183.0,21.75,5.14,73.1
19001.0,29.98,0.58,65.33
19003.0,27.13,0.73875,66.9
19005.0,35.23,0.64625,59.55
19007.0,29.74,0.51375,66.12
19009.0,31.93,0.60375,63.18
19011.0,34.12,0.7175,60.08
19013.0,50.62,0.7525,43.31
19015.0,39.45,0.8975,53.33
19017.0,40.06,0.745,53.92
19019.0,39.12,0.81625,54.29
19021.0,34.85,0.65625,59.84
19023.0,29.0,0.6275,65.95
19025.0,27.34,0.58875,67.89
19027.0,31.67,0.5975,63.5
19029.0,27.58,0.6225,67.39
19031.0,38.12,0.70625,56.2
19033.0,43.47,0.66375,51.17
19035.0,27.09,0.64625,67.7
19037.0,35.55,0.7075,58.72
19039.0,33.21,0.66625,61.43
19041.0,26.29,0.61875,68.71
19043.0,35.56,0.755,58.35
19045.0,44.3,0.77625,49.45
19047.0,28.92,0.485,67.15
19049.0,41.63,0.88,51.27
19051.0,25.29,0.5175,70.52
19053.0,32.43,0.69125,62.0
19055.0,32.25,0.70625,62.06
19057.0,43.7,0.7025,50.65
19059.0,29.77,0.54625,65.8
19061.0,46.44,0.72875,47.68
19063.0,28.8,0.60625,66.3
19065.0,37.35,0.705,56.97
19067.0,39.78,0.67875,54.74
19069.0,30.31,0.68875,64.15
19071.0,26.98,0.67875,67.55
19073.0,35.44,0.66375,59.19
