County_FIPS,total_pop,pct_male,pct_female,pct_old,pct_latino,pct_white,pct_black
27019,94212,49.6,50.4,11.7,4.0,90.2,1.1
27021,28499,51.0,49.0,27.8,1.5,84.6,0.3
27023,12235,49.5,50.5,23.0,5.4,90.4,0.7
27025,53798,51.7,48.3,15.5,1.7,94.4,1.1
27027,60249,49.5,50.5,15.0,3.9,89.9,1.6
27029,8735,50.6,49.4,23.4,1.5,86.1,0.2
27031,5197,50.0,50.0,30.4,1.6,86.6,1.0
27033,11676,48.3,51.7,25.3,6.8,88.1,0.6
27035,62900,50.0,50.0,23.8,1.2,95.6,0.8
27037,405521,49.1,50.9,14.2,6.3,81.2,5.0
27039,20246,50.0,50.0,15.7,4.8,93.2,0.5
27041,36413,50.0,50.0,24.9,1.2,96.8,0.5
27043,14337,50.2,49.8,25.9,6.0,92.3,0.4
27045,20842,49.9,50.1,23.6,1.1,97.4,0.4
27047,31034,49.4,50.6,24.6,9.1,87.6,1.0
27049,46336,50.0,50.0,21.0,3.0,92.8,1.2
27051,5977,50.1,49.9,26.5,1.8,96.4,0.1
27053,1184091,49.2,50.8,15.0,6.8,70.8,11.8
27055,18859,50.0,50.0,22.4,0.7,96.9,0.2
27057,20518,50.1,49.9,27.1,1.7,93.6,0.6
27059,38190,50.4,49.6,16.4,1.7,94.8,0.6
27061,45303,50.6,49.4,24.6,1.1,92.5,0.4
27063,10260,50.5,49.5,23.2,3.1,93.7,0.1
27065,16084,50.8,49.2,21.9,1.6,95.5,0.2
27067,42316,50.5,49.5,20.6,11.3,84.2,2.8
27069,4501,49.9,50.1,26.4,1.9,96.6,0.4
27071,13138,50.1,49.9,25.9,0.3,93.8,0.7
27073,7096,50.2,49.8,28.5,1.6,96.2,0.5
27075,10791,50.7,49.3,27.2,1.1,96.5,0.1
27077,3976,51.7,48.3,26.1,1.1,94.7,0.9
27079,27717,50.7,49.3,19.0,5.4,92.2,0.5
27081,5821,50.4,49.6,28.8,1.6,97.1,0.5
27083,25724,49.8,50.2,16.8,6.2,87.0,2.6
27085,36172,49.6,50.4,19.7,5.1,92.6,0.4
27087,5486,50.5,49.5,20.6,2.5,48.3,0.6
27089,9447,50.9,49.1,23.0,3.9,94.3,0.3
27091,20515,49.3,50.7,25.8,3.7,94.3,0.4
27093,23147,50.8,49.2,21.1,3.3,95.1,0.3
27095,25891,50.2,49.8,19.9,1.7,90.1,0.6
27097,33054,50.6,49.4,20.4,1.4,96.4,0.4
27099,39312,50.0,50.0,20.3,10.9,82.7,2.5
27101,8586,49.6,50.4,27.7,3.1,94.6,0.3
27103,32923,50.0,50.0,15.9,4.0,90.9,2.4
27105,21589,51.1,48.9,18.2,24.5,63.7,3.9
27107,6725,49.9,50.1,24.9,4.5,90.8,0.4
27109,147431,48.9,51.1,16.3,4.4,82.4,5.1
27111,57417,50.1,49.9,26.1,2.9,94.0,1.1
27113,14041,49.7,50.3,19.1,3.2,91.5,1.5
27115,29347,53.6,46.4,21.0,2.6,90.1,2.0
27117,9407,49.0,51.0,23.6,4.3,91.6,1.0
27119,31630,50.6,49.4,20.2,5.7,89.4,1.1
27121,10946,50.9,49.1,26.5,1.0,97.1,0.5
27123,521265,48.6,51.4,15.7,7.3,65.4,10.8
27125,4071,51.1,48.9,20.6,2.9,93.4,0.8
27127,15834,50.2,49.8,24.6,2.5,87.7,0.6
27129,15326,50.6,49.4,23.9,7.3,90.1,0.7
27131,64829,50.8,49.2,16.2,7.8,84.6,3.5
27133,9587,48.6,51.4,23.2,2.3,94.9,0.5
27135,15545,51.0,49.0,18.5,0.9,93.5,0.6
27137,200563,50.2,49.8,20.5,1.4,91.8,1.5
27139,135129,49.8,50.2,11.1,4.6,83.7,2.8
27141,89770,51.2,48.8,11.6,2.3,92.6,2.0
27143,15096,50.3,49.7,19.7,7.8,90.1,0.3
27145,151728,50.4,49.6,15.6,2.9,89.8,3.5
27147,36472,49.2,50.8,18.8,6.9,88.2,2.3
27149,9748,49.7,50.3,18.8,3.9,90.5,0.6
27151,9602,50.5,49.5,24.4,4.0,93.8,1.2
27153,24588,51.3,48.7,22.3,5.3,92.2,0.4
27155,3455,49.9,50.1,29.4,1.7,92.2,0.1
27157,21485,50.3,49.7,21.8,2.9,95.3,0.4
27159,13754,49.7,50.3,25.7,1.5,95.3,1.0
27161,19127,47.2,52.8,18.5,5.5,89.7,2.2
27163,244103,49.4,50.6,15.1,3.6,84.8,3.6
27165,11151,50.4,49.6,22.1,21.8,75.9,0.2
27167,6561,50.7,49.3,21.7,2.3,95.0,0.4
27169,51285,49.0,51.0,17.6,2.6,92.3,1.3
27171,127386,50.3,49.7,13.1,2.6,93.3,1.0
27173,10233,51.1,48.9,23.4,4.1,91.0,0.3
28001,32189,50.5,49.5,19.5,4.5,38.1,56.5
28003,37279,48.9,51.1,19.4,2.9,83.6,11.3
28005,12957,49.9,50.1,25.7,0.3,57.2,42.3
28007,19303,47.2,52.8,21.8,1.8,55.2,41.8
28009,8573,48.3,51.7,20.6,2.1,60.2,36.6
28011,33961,47.0,53.0,16.1,2.0,32.6,64.2
28013,14841,47.9,52.1,21.0,5.5,65.6,27.3
28015,10418,50.5,49.5,24.4,0.4,64.7,33.8
28017,17376,47.9,52.1,18.7,3.8,52.2,43.2
28019,8399,48.6,51.4,21.9,0.4,67.7,31.3
28021,9396,46.8,53.2,17.2,1.0,13.8,83.9
28023,16509,47.4,52.6,21.3,0.6,63.6,35.6
28025,20414,46.8,53.2,18.8,1.2,39.6,58.1
28027,25527,46.2,53.8,15.5,0.3,22.7,75.8
28029,29028,48.1,51.9,18.1,2.8,45.3,51.0
28031,19495,48.2,51.8,21.1,2.0,61.6,35.2
28033,166266,48.6,51.4,13.6,5.0,68.8,23.0
28035,76159,47.7,52.3,14.9,3.4,57.8,36.4
28037,7944,49.0,51.0,19.8,0.1,63.6,35.6
28039,22960,51.1,48.9,16.8,2.1,88.2,7.9
28041,14308,58.9,41.1,14.9,1.0,71.2,25.3
28043,21660,46.9,53.1,19.4,0.2,55.8,42.9
28045,45136,49.0,51.0,20.7,3.4,85.4,8.6
28047,193642,49.7,50.3,15.5,5.3,65.9,22.6
28049,246364,46.9,53.1,14.5,1.5,27.0,69.8
28051,18965,47.7,52.3,16.3,0.2,16.3,82.6
28053,9106,47.6,52.4,16.1,2.4,22.2,75.1
28055,1279,63.0,37.0,19.2,0.1,33.1,66.8
28057,23415,49.1,50.9,19.7,1.4,91.3,6.5
28059,140194,49.2,50.8,16.7,5.1,69.1,21.6
28061,16687,48.5,51.5,21.9,0.9,45.9,52.6
28063,7634,48.6,51.4,17.5,0.0,13.7,85.9
28065,12100,48.7,51.3,21.8,0.3,38.4,61.0
28067,68273,48.5,51.5,17.9,4.4,65.3,28.6
28069,10310,49.3,50.7,19.0,2.9,34.8,58.0
28071,50256,48.9,51.1,13.7,2.3,70.4,24.2
28073,58038,48.3,51.7,13.9,2.3,75.2,20.2
28075,80261,48.3,51.7,17.9,2.0,53.6,42.2
28077,12636,48.7,51.3,19.4,0.7,65.9,32.3
28079,23368,50.2,49.8,16.2,4.3,48.3,41.4
28081,84588,47.7,52.3,16.7,2.5,67.6,27.4
28083,31772,47.7,52.3,15.3,2.4,24.3,71.4
28085,34824,47.7,52.3,19.1,1.1,67.4,30.7
28087,59736,47.6,52.4,17.0,1.7,52.9,44.1
28089,98622,47.9,52.1,14.9,2.9,55.8,38.2
28091,26449,48.5,51.5,18.6,1.3,65.1,32.2
28093,36636,49.4,50.6,18.4,3.3,48.5,47.0
28095,36383,47.6,52.4,21.1,1.0,67.2,30.8
28097,10634,46.7,53.3,20.9,0.0,52.6,47.0
28099,29596,48.0,52.0,17.2,1.8,59.5,21.3
28101,21671,48.2,51.8,18.7,1.5,62.6,30.5
28103,11240,47.8,52.2,17.0,0.9,26.7,71.9
28105,48639,49.8,50.2,12.3,1.6,57.5,37.0
28107,34507,48.0,52.0,16.4,1.6,48.2,49.9
28109,55293,49.2,50.8,19.3,3.0,81.9,13.3
28111,12173,48.7,51.3,19.2,0.0,77.2,21.6
28113,40209,47.6,52.4,18.4,1.3,45.2,52.0
28115,30374,49.0,51.0,16.5,6.1,77.8,14.6
28117,25338,49.2,50.8,19.9,1.3,83.5,14.1
28119,7902,47.5,52.5,17.6,1.1,28.5,69.6
28121,145483,48.4,51.6,15.5,2.6,75.6,19.4
28123,28312,48.4,51.6,16.5,10.6,50.8,37.5
28125,4898,44.6,55.4,17.4,1.0,28.2,70.4
28127,27425,48.1,51.9,17.8,1.6,61.9,34.9
28129,16344,48.2,51.8,20.2,0.2,74.6,24.7
28131,17941,50.3,49.7,16.7,1.6,77.2,18.6
28133,28314,52.6,47.4,13.9,1.5,25.1,72.8
28135,15124,57.1,42.9,15.9,13.9,36.3,47.6
28137,28557,48.8,51.2,17.7,2.4,65.5,30.6
28139,22069,49.2,50.8,18.4,4.8,77.8,14.8
28141,19532,48.3,51.7,23.0,2.7,93.5,2.5
28143,10583,47.1,52.9,12.5,1.3,21.5,75.1
28145,27536,48.5,51.5,18.6,4.5,79.2,13.8
28147,15126,47.9,52.1,20.2,1.7,52.9,44.4
28149,48291,47.8,52.2,16.7,2.0,48.9,47.5
28151,50038,46.7,53.3,16.4,1.2,26.5,71.0
28153,20611,47.9,52.1,17.7,1.3,58.7,38.9
28155,10077,49.0,51.0,19.3,1.2,77.8,19.2
28157,9481,53.3,46.7,19.0,0.1,28.8,71.2
28159,18882,48.7,51.3,21.4,1.1,51.1,47.1
28161,12433,48.3,51.7,20.7,1.5,59.3,38.3
28163,28076,55.2,44.8,14.6,5.1,36.7,56.9
29001,25642,47.0,53.0,16.6,2.4,91.8,2.1
29003,17373,49.2,50.8,21.0,2.0,95.5,0.8
29005,5520,49.7,50.3,27.8,1.2,97.0,0.5
29007,25637,45.7,54.3,19.9,2.7,88.3,5.9
29009,35681,50.0,50.0,23.2,8.2,87.8,0.1
29011,12286,49.5,50.5,21.7,2.2,93.7,0.2
29013,16780,49.2,50.8,21.8,1.9,95.1,0.7
29015,18961,49.7,50.3,33.1,1.7,95.6,0.3
29017,12394,50.0,50.0,21.4,0.9,97.0,0.3
29019,168268,48.4,51.6,12.6,3.1,80.4,8.7
29021,89536,50.1,49.9,17.0,5.7,85.1,4.8
29023,42957,48.2,51.8,20.9,1.6,89.7,5.2
29025,9176,50.1,49.9,22.7,1.8,95.4,0.7
29027,44483,51.0,49.0,17.3,1.8,90.6,3.9
29029,43873,49.4,50.6,28.9,2.4,94.9,0.5
29031,77031,48.3,51.7,18.0,2.1,87.2,7.3
29033,9157,48.3,51.7,24.1,1.3,94.9,0.9
29035,6283,47.2,52.8,19.9,1.9,94.8,0.6
29037,100339,49.1,50.9,17.4,4.1,89.0,3.7
29039,13912,49.8,50.2,25.7,1.2,95.5,0.3
29041,7727,49.4,50.6,25.9,0.8,95.9,2.1
29043,79856,48.7,51.3,16.8,2.7,93.9,0.7
29045,7001,50.2,49.8,22.3,0.5,97.4,0.5
29047,227984,48.9,51.1,15.0,6.3,83.1,5.3
29049,20545,50.3,49.7,20.1,1.8,94.1,1.9
29051,76426,50.6,49.4,16.7,2.6,82.0,11.3
29053,17585,53.0,47.0,20.0,1.5,89.0,5.7
29055,24680,49.3,50.7,21.5,1.6,96.2,0.3
29057,7678,50.8,49.2,25.2,1.7,94.5,0.6
29059,16632,49.7,50.3,21.7,1.7,94.8,0.0
29061,8324,50.0,50.0,21.8,1.3,96.7,0.7
29063,12824,63.0,37.0,17.7,1.9,83.0,10.8
29065,15681,49.6,50.4,23.5,1.2,95.2,0.5
29067,13575,49.7,50.3,25.7,1.0,97.8,0.0
29069,31778,48.1,51.9,20.0,5.9,82.0,10.4
29071,101682,49.7,50.3,17.9,1.5,95.6,1.2
29073,15014,49.2,50.8,24.8,1.2,96.8,0.6
29075,6792,48.4,51.6,23.6,0.8,97.5,0.7
29077,280657,48.7,51.3,18.0,3.2,89.0,3.0
29079,10279,48.0,52.0,24.6,1.1,95.5,0.6
29081,8795,50.2,49.8,24.3,1.9,96.1,0.9
29083,22134,48.9,51.1,24.0,1.9,94.5,1.5
29085,9420,48.7,51.3,36.4,1.2,95.8,0.3
29087,4695,49.7,50.3,27.0,0.3,96.9,0.6
29089,10183,49.7,50.3,19.0,1.3,90.8,5.0
29091,40469,48.5,51.5,21.9,1.8,95.0,0.3
29093,10424,49.7,50.3,22.4,1.4,94.9,1.8
29095,678167,48.3,51.7,16.3,8.5,63.0,23.6
29097,116996,48.7,51.3,16.6,7.2,85.5,2.1
29099,220558,49.7,50.3,15.7,1.7,95.1,0.8
29101,53879,51.2,48.8,13.9,3.6,87.0,4.4
29103,4078,49.6,50.4,23.4,0.4,96.7,1.3
29105,35544,49.2,50.8,19.2,2.1,94.2,0.5
29107,33069,49.4,50.6,20.4,2.4,92.6,2.1
29109,38306,49.9,50.1,19.8,6.7,90.3,0.1
29111,10176,50.3,49.7,20.3,1.6,92.6,2.6
29113,53458,50.0,50.0,14.3,2.1,93.7,1.8
29115,12494,47.5,52.5,23.0,1.7,95.7,0.5
29117,15034,45.0,55.0,22.7,1.4,93.9,2.3
29119,22851,50.4,49.6,17.0,11.3,79.8,1.3
29121,15527,48.7,51.3,24.5,1.1,94.3,2.8
29123,12353,49.1,50.9,21.9,2.0,95.8,0.6
29125,9098,49.4,50.6,23.0,1.0,96.5,0.3
29127,28844,48.0,52.0,19.5,1.5,90.6,5.3
29129,3735,50.1,49.9,24.0,1.3,96.9,0.4
29131,24905,49.4,50.6,21.6,1.6,95.4,0.5
29133,14276,53.4,46.6,18.5,1.8,72.6,23.9
29135,15719,52.2,47.8,17.8,4.2,89.9,3.7
29137,8725,49.6,50.4,24.9,1.0,94.1,3.0
29139,12054,49.6,50.4,22.8,1.5,94.9,0.8
29141,20314,50.4,49.6,27.7,1.9,94.9,1.3
29143,18568,48.0,52.0,20.7,1.4,80.8,15.9
29145,58683,49.6,50.4,20.1,4.7,87.2,1.0
29147,23296,49.6,50.4,15.9,1.4,93.3,2.6
29149,10975,49.1,50.9,26.2,1.4,94.8,0.2
29151,13812,52.3,47.7,19.3,0.7,97.7,0.7
29153,9612,51.1,48.9,29.4,1.5,96.0,0.2
29155,18010,47.1,52.9,18.1,2.2,69.3,26.9
29157,19042,49.7,50.3,18.7,2.0,95.9,0.4
29159,42213,49.1,50.9,18.1,7.8,86.2,2.5
29161,45091,52.1,47.9,17.4,2.3,89.4,2.2
29163,18573,55.4,44.6,19.9,2.0,88.7,5.7
29165,92149,49.3,50.7,15.4,5.4,83.2,6.1
29167,31122,49.1,50.9,20.6,2.0,94.3,0.9
29169,53343,56.4,43.6,8.8,10.0,70.9,10.7
29171,4911,49.8,50.2,25.2,1.0,97.3,0.5
29173,10224,49.5,50.5,22.4,1.2,96.1,0.7
29175,25207,52.4,47.6,18.5,1.8,89.6,5.7
29177,23166,49.7,50.3,19.6,2.1,94.5,1.4
29179,6644,51.0,49.0,26.0,1.9,95.3,0.9
29181,14056,49.3,50.7,23.1,1.1,95.7,0.1
29183,369781,49.1,50.9,15.3,3.0,88.5,4.5
29185,9609,50.5,49.5,30.2,2.0,95.0,0.9
29186,18017,50.7,49.3,20.7,0.9,96.1,0.5
29187,65813,53.9,46.1,18.1,1.3,92.4,4.5
29189,1000423,47.3,52.7,19.3,2.6,68.1,23.2
29195,23363,49.7,50.3,20.1,9.1,81.9,5.4
29197,4388,48.8,51.2,23.5,0.4,97.9,0.7
29199,4862,49.4,50.6,21.7,0.9,98.0,0.9
29201,39137,48.7,51.3,19.6,2.0,84.3,11.1
29203,8360,49.2,50.8,22.7,1.8,94.5,0.3
29205,6218,49.4,50.6,24.0,1.3,96.9,1.3
29207,29864,48.7,51.3,22.4,1.4,96.0,1.3
29209,31593,48.9,51.1,31.6,1.9,95.6,0.1
29211,6551,51.7,48.3,23.2,18.2,79.6,1.0
29213,53086,48.6,51.4,23.1,5.1,90.3,0.7
29215,25796,51.2,48.8,22.3,1.9,91.7,2.5
29217,20984,48.3,51.7,20.3,1.8,94.6,0.8
29219,32847,50.1,49.9,18.8,3.1,92.4,1.9
29221,25113,51.5,48.5,17.6,0.4,94.7,1.9
29223,13430,50.1,49.9,25.7,0.6,96.1,0.4
29225,36461,51.0,49.0,17.0,1.8,94.9,1.2
29227,2102,48.9,51.1,26.4,0.7,98.4,0.0
29229,18565,49.6,50.4,22.4,1.5,95.7,0.5
29510,318727,48.3,51.7,14.2,3.7,42.8,47.9
30001,9294,49.9,50.1,21.5,3.7,92.1,0.0
30003,13079,49.5,50.5,14.0,4.8,29.9,0.0
30005,6576,50.9,49.1,17.2,2.1,47.5,0.1
30007,5697,51.8,48.2,23.2,1.1,94.1,0.6
30009,10189,50.3,49.7,26.3,2.3,95.2,0.0
30011,1205,51.2,48.8,28.0,0.7,99.0,0.0
30013,81953,50.0,50.0,19.8,3.8,86.6,1.3
30015,5859,49.7,50.3,21.6,1.9,75.8,0.0
30017,11869,49.3,50.7,22.5,2.6,93.3,0.4
30019,1813,51.0,49.0,29.7,2.3,96.3,0.0
30021,9219,52.8,47.2,21.8,2.4,93.6,0.6
30023,9243,52.9,47.1,24.8,3.0,91.2,1.2
30025,3028,51.3,48.7,21.4,0.7,96.4,1.1
30027,11496,50.1,49.9,27.7,1.9,94.8,0.1
30029,92373,49.9,50.1,19.4,2.5,93.5,0.2
30031,93108,51.5,48.5,13.1,2.9,92.8,0.3
30033,1097,47.5,52.5,26.8,0.5,97.8,0.0
30035,13641,48.3,51.7,12.9,2.3,31.8,0.3
30037,738,49.7,50.3,27.5,1.1,94.9,0.0
30039,3133,51.5,48.5,32.1,1.8,95.4,0.1
30041,16434,50.7,49.3,16.0,2.9,71.5,0.3
30043,11465,51.9,48.1,22.2,2.1,93.5,0.4
30045,2023,49.6,50.4,27.5,1.0,97.9,0.0
30047,28987,49.2,50.8,23.7,3.9,67.0,0.1
30049,64772,49.7,50.3,19.2,2.8,92.0,0.4
30051,2235,47.2,52.8,26.7,0.7,96.0,0.3
30053,19455,50.6,49.4,27.2,2.5,93.8,0.1
30055,1758,53.4,46.6,26.1,1.3,95.8,0.0
30057,7723,51.8,48.2,29.0,2.8,94.7,0.6
30059,2026,49.6,50.4,23.9,1.4,98.0,0.0
30061,4230,50.7,49.3,29.8,0.9,97.4,0.8
30063,111011,50.3,49.7,15.9,2.9,90.3,0.4
30065,4760,50.8,49.2,24.4,1.3,93.6,1.0
30067,15642,49.8,50.2,22.3,2.4,94.5,0.2
30069,489,50.7,49.3,24.5,1.4,95.1,3.5
30071,4194,50.4,49.6,23.1,1.8,85.9,0.0
30073,6211,49.0,51.0,22.8,1.7,81.5,0.4
30075,1710,48.1,51.9,28.1,1.8,93.5,0.0
30077,7010,61.9,38.1,21.6,2.2,90.8,0.4
30079,1282,53.2,46.8,32.3,0.5,95.5,0.0
30081,40640,49.5,50.5,26.4,3.2,93.3,0.3
30083,10686,52.0,48.0,16.6,4.0,91.8,0.4
30085,10861,49.6,50.4,14.3,1.0,36.3,0.1
30087,9335,49.4,50.6,16.1,4.0,59.1,0.3
30089,11373,50.9,49.1,29.6,2.3,90.3,0.1
30091,3510,50.6,49.4,25.6,1.6,92.8,0.1
30093,34462,51.0,49.0,21.0,3.9,91.6,0.4
30095,9214,51.2,48.8,23.1,2.8,94.5,0.3
30097,3622,50.7,49.3,22.5,2.3,93.7,0.2
30099,6075,49.6,50.4,24.9,1.4,94.6,0.1
30101,5208,56.4,43.6,19.0,3.2,88.8,0.2
30103,761,53.2,46.8,31.4,6.4,89.1,0.0
30105,7518,50.1,49.9,26.2,1.8,85.9,0.1
30107,2126,50.4,49.6,30.7,0.9,96.1,0.0
30109,987,49.1,50.9,30.5,2.1,97.9,0.0
30111,151965,49.0,51.0,18.3,5.0,87.6,0.6
31001,31396,50.2,49.8,19.4,8.4,87.9,0.7
31003,6531,49.8,50.2,25.4,2.9,95.9,0.1
31005,476,49.6,50.4,19.7,0.0,99.2,0.0
31007,788,47.0,53.0,19.0,4.9,92.0,1.8
31009,594,52.5,47.5,15.5,0.0,98.8,0.0
31011,5404,49.9,50.1,25.7,1.4,98.2,0.1
31013,11308,49.3,50.7,18.8,11.2,83.3,0.1
31015,2067,50.6,49.4,33.4,0.6,96.9,0.8
31017,3090,47.5,52.5,31.5,1.0,97.2,0.0
31019,47388,49.6,50.4,15.8,8.0,88.2,0.9
31021,6690,49.7,50.3,27.1,2.6,94.1,0.8
31023,8312,50.2,49.8,23.0,2.7,95.8,0.8
31025,25315,50.3,49.7,18.9,2.8,94.8,0.9
31027,8736,50.6,49.4,24.4,1.5,97.4,0.1
31029,3990,48.5,51.5,25.9,12.2,86.3,0.0
31031,5749,47.6,52.4,25.4,2.4,89.4,0.1
31033,10044,50.0,50.0,19.0,6.3,90.2,0.3
31035,6425,50.8,49.2,22.4,8.4,89.7,0.5
31037,10512,51.1,48.9,15.8,42.4,55.2,1.5
31039,9081,49.9,50.1,24.2,8.9,89.4,0.1
31041,10820,49.6,50.4,25.3,2.3,95.9,0.5
31043,20902,48.9,51.1,14.5,36.5,53.0,4.2
31045,9141,48.6,51.4,20.2,3.9,86.6,0.7
31047,24205,50.4,49.6,16.9,32.6,62.1,4.1
31049,1951,50.3,49.7,25.4,8.5,90.3,0.0
31051,5900,49.4,50.6,22.9,11.4,86.8,0.1
31053,36742,49.1,50.9,21.9,10.7,86.6,0.4
31055,531057,49.2,50.8,13.9,11.6,71.4,11.1
31057,1966,50.9,49.1,26.0,6.3,92.6,0.1
31059,5767,48.7,51.3,25.6,3.4,95.2,0.6
31061,3161,50.1,49.9,29.5,1.4,97.1,0.3
31063,2540,50.8,49.2,24.7,0.8,97.5,0.0
31065,4908,48.5,51.5,27.8,3.0,95.2,0.1
31067,21889,49.3,50.7,23.5,1.9,95.5,0.1
31069,1939,50.5,49.5,32.6,1.7,95.1,0.0
31071,1954,49.6,50.4,30.1,0.9,98.1,0.5
31073,1997,47.0,53.0,20.5,2.0,97.2,0.0
31075,649,51.6,48.4,26.5,2.0,98.0,0.0
31077,2500,50.0,50.0,26.8,2.0,96.5,0.5
31079,60223,50.1,49.9,16.4,24.9,70.5,2.1
31081,9098,50.0,50.0,21.9,2.5,96.1,0.4
31083,3462,53.1,46.9,28.9,2.7,95.2,0.1
31085,1145,54.0,46.0,25.9,5.3,94.4,0.2
31087,2884,51.1,48.9,27.6,2.3,95.9,0.2
31089,10432,49.0,51.0,23.8,3.5,95.2,0.0
31091,688,48.5,51.5,41.1,2.9,96.1,0.0
31093,6315,50.8,49.2,24.9,2.2,96.1,0.1
31095,7505,48.7,51.3,26.5,3.2,94.9,0.0
31097,5178,57.7,42.3,20.4,9.5,81.8,5.4
31099,6560,49.2,50.8,21.5,4.6,93.9,0.1
31101,8206,49.7,50.3,27.5,6.1,91.7,0.1
31103,741,54.1,45.9,30.8,0.0,98.8,0.1
31105,3760,50.2,49.8,29.0,7.0,89.7,0.4
31107,8573,48.7,51.3,27.4,2.3,87.3,0.1
31109,293726,50.1,49.9,14.4,6.2,83.6,3.7
31111,36054,49.4,50.6,20.1,7.8,89.2,0.8
31113,736,48.4,51.6,22.0,2.6,96.1,0.3
31115,559,51.0,49.0,25.4,2.0,93.6,0.0
31117,426,50.2,49.8,22.8,0.9,98.1,0.0
31119,35103,49.2,50.8,17.7,13.7,82.2,1.2
31121,7790,49.7,50.3,21.4,3.8,93.5,0.6
31123,4918,51.0,49.0,23.3,14.2,83.5,0.3
31125,3667,50.2,49.8,24.4,2.3,97.3,0.1
31127,7214,48.2,51.8,22.3,2.2,94.8,1.3
31129,4431,49.8,50.2,29.3,2.3,96.1,0.0
31131,15750,49.4,50.6,23.1,6.3,91.1,0.2
31133,2754,50.2,49.8,28.6,1.7,97.3,0.0
31135,2938,50.9,49.1,24.4,3.5,95.6,0.1
31137,9189,49.7,50.3,22.7,4.8,93.6,0.1
31139,7201,50.8,49.2,22.0,1.5,97.3,0.2
31141,32485,50.3,49.7,18.4,15.4,82.5,0.3
31143,5307,49.3,50.7,24.4,3.4,94.8,0.1
31145,10993,49.7,50.3,23.1,4.7,92.7,1.3
31147,8237,48.7,51.3,25.2,1.6,93.0,0.0
31149,1436,48.1,51.9,27.2,0.3,95.9,0.7
31151,14317,51.4,48.6,18.2,21.7,74.4,0.8
31153,165955,49.9,50.1,11.8,7.9,83.0,4.0
31155,20867,50.6,49.4,19.8,2.1,96.0,0.5
31157,36844,48.3,51.7,20.9,21.9,74.4,0.6
31159,16939,51.0,49.0,19.1,2.0,95.7,0.5
31161,5342,48.4,51.6,27.0,3.8,83.2,0.4
31163,3120,49.3,50.7,28.6,1.5,97.1,1.1
31165,1279,52.4,47.6,24.5,5.2,92.9,0.0
31167,6112,50.7,49.3,17.6,4.9,92.9,0.5
31169,5194,50.0,50.0,29.1,0.8,96.3,0.0
31171,747,51.0,49.0,23.3,0.5,96.3,0.0
31173,6934,49.7,50.3,14.8,4.0,38.8,0.3
31175,4269,49.5,50.5,28.2,1.4,97.1,0.0
31177,20264,49.7,50.3,19.2,2.3,95.6,0.6
31179,9488,50.6,49.4,16.2,5.1,91.2,2.3
31181,3733,48.3,51.7,30.0,4.1,93.1,0.1
31183,848,51.3,48.7,26.7,1.4,98.5,0.0
31185,13797,48.9,51.1,22.8,4.4,92.4,0.5
32001,24347,50.2,49.8,20.5,12.8,75.1,2.1
32003,2003613,50.2,49.8,15.4,29.8,46.5,10.3
32005,47135,50.3,49.7,27.6,11.6,81.9,0.4
32007,50991,52.2,47.8,11.7,23.6,68.0,1.0
32009,1041,49.0,51.0,30.5,15.1,79.8,0.0
32011,1761,51.7,48.3,21.7,3.0,94.5,0.5
32013,17003,52.7,47.3,13.8,25.1,67.2,0.4
32015,5930,52.5,47.5,17.0,23.3,70.3,0.1
32017,5282,54.8,45.2,20.7,8.9,83.4,2.4
32019,51579,50.5,49.5,21.9,15.3,77.1,0.9
32021,4627,51.8,48.2,26.5,13.3,60.9,1.7
32023,42938,50.4,49.6,32.0,14.0,77.9,2.6
32027,6741,64.0,36.0,18.0,22.7,67.3,3.9
32029,3934,47.3,52.7,32.3,4.1,91.0,0.5
32031,429985,50.3,49.7,17.2,22.9,65.1,2.2
32033,10043,56.4,43.6,18.3,14.3,74.8,3.9
32510,54634,51.4,48.6,22.0,22.2,69.4,1.5
33001,60252,48.7,51.3,22.9,1.4,95.2,0.7
33003,47623,49.9,50.1,28.0,1.2,96.4,0.3
33005,76596,48.7,51.3,20.4,1.6,94.9,0.8
33007,32202,51.3,48.7,25.5,1.4,95.6,1.1
33009,89360,49.2,50.8,20.9,2.0,91.7,0.8
33011,402776,49.5,50.5,16.3,5.6,86.8,1.9
33013,146880,49.2,50.8,18.4,1.8,93.8,1.1
33015,297702,49.4,50.6,17.9,2.4,93.7,0.7
33017,124387,48.9,51.1,15.7,2.0,92.1,0.8
33019,43291,49.0,51.0,22.0,1.3,95.6,0.4
34001,275325,48.4,51.6,18.5,17.7,57.5,14.7
34003,920456,48.3,51.7,18.9,17.4,60.3,5.3
34005,450155,49.2,50.8,18.1,7.1,69.5,15.7
34007,512632,48.3,51.7,16.9,15.0,59.1,18.2
34009,96286,48.8,51.2,27.4,6.8,86.3,4.4
34011,157429,51.5,48.5,16.1,28.2,49.0,19.0
34013,789616,48.0,52.0,14.9,21.3,32.4,39.0
34015,289705,48.6,51.4,16.6,5.2,80.0,9.9
34017,654878,49.6,50.4,13.2,42.7,29.6,11.2
34019,126746,49.9,50.1,18.2,5.7,87.3,2.4
34021,369526,49.0,51.0,16.5,15.9,52.9,19.6
34023,824046,49.1,50.9,15.9,19.2,47.0,9.0
34025,629702,48.6,51.4,18.4,10.1,76.2,6.7
34027,497103,49.0,51.0,18.0,12.2,73.5,3.0
