ia,District 4,R,19,Steve King,61.39,225842
ia,District 4,D,19,Kim Weaver,38.6,142018
id,District 1,R,16,Raul Labrador,68.04,236397
id,District 1,D,16,James Piotrowski,31.95,111035
id,District 2,R,16,Mike Simpson,62.97,208887
id,District 2,D,16,Jennifer Martinez,29.31,97250
id,District 2,CST,16,Anthony Tomkins,7.71,25575
il,District 1,R,17,August Deuser,26.56,80161
il,District 1,D,17,Bobby Rush,73.43,221551
il,District 2,R,17,John Morrow,20.41,58788
il,District 2,D,17,Robin Kelly,79.58,229184
il,District 3,D,17,Dan Lipinski,0,0
il,District 4,D,17,Luis Gutierrez,0,0
il,District 5,D,17,Mike Quigley,67.6,201983
il,District 5,R,17,Vince Kolber,27.75,82931
il,District 5,Grn,17,Rob Sherman,4.64,13867
il,District 6,R,17,Peter Roskam,59.5,205746
il,District 6,D,17,Amanda Howland,40.49,140023
il,District 7,D,17,Danny Davis,84,232322
il,District 7,R,17,Jeffrey Leef,15.99,44242
il,District 8,D,17,Raja Krishnamoorthi,58.07,141138
il,District 8,R,17,Pete DiCianni,41.92,101893
il,District 9,D,17,Jan Schakowsky,65.8,203834
il,District 9,R,17,Joan McCarthy Lasonde,34.19,105920
il,District 10,D,17,Brad Schneider,52.47,147299
il,District 10,R,17,Robert Dold,47.52,133383
il,District 11,D,17,Bill Foster,59.85,157659
il,District 11,R,17,Tonia Khouri,40.14,105762
il,District 12,R,17,Mike Bost,54.29,169233
il,District 12,D,17,C.J. Baricevic,39.7,123754
il,District 12,Grn,17,Paula Bradshaw,6,18713
il,District 13,D,17,Mark Wicklund,40.26,125932
il,District 13,R,17,Rodney Davis,59.73,186791
il,District 14,R,17,Randy Hultgren,59.56,197962
il,District 14,D,17,Jim Walz,40.43,134362
il,District 15,R,17,John Shimkus,0,0
il,District 16,R,17,Adam Kinzinger,0,0
il,District 17,D,17,Cheri Bustos,60.14,170746
il,District 17,R,17,Patrick Harlan,39.85,113141
il,District 18,R,17,Darin LaHood,72.2,248701
il,District 18,D,17,Junius Rodriguez,27.79,95741
in,District 1,D,18,Peter Visclosky,81.51,207299
in,District 1,Lib,18,Donna Dunn,18.48,47009
in,District 2,R,18,Jackie Walorski,59.26,164276
in,District 2,D,18,Lynn Coleman,36.91,102332
in,District 2,Lib,18,Ron Cenkush,3.82,10594
in,District 3,R,18,Jim Banks,70.13,201216
in,District 3,D,18,Tommy Schrader,22.97,65908
in,District 3,Lib,18,Pepper Snyder,6.89,19782
in,District 4,R,18,Todd Rokita,64.59,193272
in,District 4,D,18,John Dale,30.46,91153
in,District 4,Lib,18,Steven Mayoras,4.93,14758
in,District 5,R,18,Susan Brooks,61.45,221785
in,District 5,D,18,Angela Demaree,34.3,123791
in,District 5,Lib,18,Matthew Wittlief,4.24,15324
in,District 6,R,18,Luke Messer,69.14,204844
in,District 6,D,18,Barry Welsh,26.69,79075
in,District 6,Lib,18,Rich Turvey,4.16,12325
in,District 7,D,18,Andre Carson,59.97,158606
in,District 7,R,18,Catherine Ping,35.69,94396
in,District 7,Lib,18,Drew Thompson,4.33,11470
in,District 8,R,18,Larry Bucshon,63.72,187569
in,District 8,D,18,Ron Drake,31.64,93130
in,District 8,Lib,18,Andrew Horning,4.63,13630
in,District 9,R,18,Trey Hollingsworth,54.14,174698
in,District 9,D,18,Shelli Yoder,40.45,130539
in,District 9,Lib,18,Russell Brooksbank,5.39,17417
ks,District 1,R,20,Roger Marshall,66.23,166051
ks,District 1,I,20,Alan LaPolice,26.41,66218
ks,District 1,Lib,20,Kerry Burt,7.34,18415
ks,District 2,R,20,Lynn Jenkins,61.09,177851
ks,District 2,D,20,Britani Potter,32.48,94561
ks,District 2,Lib,20,James Bales,6.42,18700
ks,District 3,D,20,Jay Sidie,40.61,135778
ks,District 3,R,20,Kevin Yoder,51.34,171647
ks,District 3,Lib,20,Steven Hohe,8.04,26897
ks,District 4,R,20,Mike Pompeo,60.97,163406
ks,District 4,D,20,Daniel Giroux,29.41,78822
ks,District 4,I,20,Miranda Allen,6.84,18358
ks,District 4,Lib,20,Gordon Bakken,2.76,7420
ky,District 1,R,21,James Comer,72.64,216957
ky,District 1,D,21,Samuel Gaskins,27.35,81710
ky,District 2,R,21,Brett Guthrie,0,0
ky,District 3,D,21,John Yarmuth,63.49,212388
ky,District 3,R,21,Harold Bratcher,36.5,122085
ky,District 3,Oth,21,Everett Corley,0,0
ky,District 4,R,21,Thomas Massie,71.32,233922
ky,District 4,D,21,Calvin Sidle,28.67,94064
ky,District 5,R,21,Hal Rogers,0,0
ky,District 6,R,21,Andy Barr,61.08,202094
ky,District 6,D,21,Nancy Jo Kemper,38.91,128725
la,District 1,R,22,Steve Scalise,74.56,243575
la,District 1,D,22,Lee Ann Dugas,12.8,41816
la,District 1,D,22,Danil Faust,3.88,12698
la,District 1,D,22,Joe Swider,2.82,9231
la,District 1,Lib,22,Howard Kearney,2.87,9395
la,District 1,Grn,22,Eliot Barron,2.05,6712
la,District 1,NPA,22,Chuemai Yang,0.98,3233
la,District 2,D,22,Cedric Richmond,69.75,198169
la,District 2,D,22,Kip Holden,20.09,57083
la,District 2,D,22,Kenneth Cutno,10.14,28826
la,District 3,R,22,Scott Angelle,28.54,91374
la,District 3,R,22,Clay Higgins,26.49,84809
la,District 3,D,22,Jacob Hebert,8.86,28358
la,District 3,R,22,Brett Geymann,6.75,21606
la,District 3,D,22,Larry Rader,8.68,27807
la,District 3,R,22,Greg Ellison,7.76,24845
la,District 3,R,22,Gus Rantz,8.01,25640
la,District 3,R,22,Bryan Barrilleaux,1.94,6215
la,District 3,Lib,22,Guy McLendon,0.91,2934
la,District 3,R,22,Herman Vidrine,0.42,1354
la,District 3,NPA,22,Kenny Scelfo,0.83,2667
la,District 3,R,22,Grover Rees,0.76,2455
la,District 4,D,22,Marshall Jones,28.17,80558
la,District 4,R,22,Mike Johnson,24.68,70556
la,District 4,R,22,Trey Baucum,17.62,50395
la,District 4,R,22,Oliver Jenkins,15.56,44500
la,District 4,R,22,Elbert Guillory,7.34,21011
la,District 4,R,22,Rick John,4.62,13215
la,District 4,NPA,22,Mark Halverson,1.1,3145
la,District 4,NPA,22,Kenneth Krefft,0.87,2492
la,District 5,R,22,Ralph Abraham,81.57,208504
la,District 5,R,22,Billy Burkette,18.42,47106
la,District 6,R,22,Garret Graves,62.67,207453
la,District 6,D,22,Richard Lieberman,14.9,49352
la,District 6,R,22,Bob Bell,10.14,33585
la,District 6,D,22,Jermaine Sampson,9,29809
la,District 6,Lib,22,Richard Fontanesi,2.29,7598
la,District 6,Oth,22,Devin Graham,0.97,3215
ma,District 1,D,25,Richard Neal,73.37,233310
ma,District 1,Lib,25,Thomas Simmons,8.62,27427
ma,District 1,I,25,Frederick Mayock,17.99,57226
ma,District 2,D,25,Jim McGovern,0,0
ma,District 3,D,25,Niki Tsongas,68.67,234361
ma,District 3,R,25,Ann Wofford,31.32,106882
ma,District 4,D,25,Joe Kennedy,70.02,261356
ma,District 4,R,25,David Rosa,29.97,111890
ma,District 5,D,25,Katherine Clark,0,0
ma,District 6,D,25,Seth Moulton,0,0
ma,District 7,D,25,Mike Capuano,0,0
ma,District 8,D,25,Stephen Lynch,72.39,267944
ma,District 8,R,25,William Burke,27.6,102146
ma,District 9,D,25,Bill Keating,55.72,209911
ma,District 9,R,25,Mark Alliegro,33.76,127199
ma,District 9,I,25,Paul Harrington,6.92,26086
ma,District 9,Unr,25,Christopher Cataldo,2.19,8266
