State,County,Party,St_FIPS,County_FIPS,Candidate,Percentage,Votes
mo,Atchison,R,29,29005,Blunt,64%,1973
mo,Atchison,Democratic,29,29005,McCaskill,35%,1082
mo,Atchison,Libertarian,29,29005,Swenson,1%,33
mo,Atchison,Constitution,29,29005,Wells,0%,12
mo,Audrain,R,29,29007,Blunt,57%,6047
mo,Audrain,Democratic,29,29007,McCaskill,42%,4500
mo,Audrain,Libertarian,29,29007,Swenson,1%,74
mo,Audrain,Constitution,29,29007,Wells,0%,41
mo,Barry,R,29,29009,Blunt,69%,9594
mo,Barry,Democratic,29,29009,McCaskill,30%,4147
mo,Barry,Libertarian,29,29009,Swenson,1%,118
mo,Barry,Constitution,29,29009,Wells,0%,52
mo,Barton,R,29,29011,Blunt,79%,4743
mo,Barton,Democratic,29,29011,McCaskill,20%,1164
mo,Barton,Libertarian,29,29011,Swenson,1%,42
mo,Barton,Constitution,29,29011,Wells,0%,22
mo,Bates,R,29,29013,Blunt,53%,4479
mo,Bates,Democratic,29,29013,McCaskill,45%,3795
mo,Bates,Libertarian,29,29013,Swenson,1%,86
mo,Bates,Constitution,29,29013,Wells,1%,56
mo,Benton,R,29,29015,Blunt,57%,5088
mo,Benton,Democratic,29,29015,McCaskill,42%,3767
mo,Benton,Libertarian,29,29015,Swenson,1%,75
mo,Benton,Constitution,29,29015,Wells,0%,49
mo,Bollinger,R,29,29017,Blunt,67%,3902
mo,Bollinger,Democratic,29,29017,McCaskill,32%,1843
mo,Bollinger,Libertarian,29,29017,Swenson,1%,47
mo,Bollinger,Constitution,29,29017,Wells,0%,10
mo,Boone,Democratic,29,29019,McCaskill,51%,38489
mo,Boone,R,29,29019,Blunt,48%,35666
mo,Boone,Libertarian,29,29019,Swenson,1%,965
mo,Boone,Constitution,29,29019,Wells,0%,232
mo,Buchanan,R,29,29021,Blunt,50%,18967
mo,Buchanan,Democratic,29,29021,McCaskill,48%,18317
mo,Buchanan,Libertarian,29,29021,Swenson,1%,391
mo,Buchanan,Constitution,29,29021,Wells,1%,238
mo,Butler,R,29,29023,Blunt,66%,10796
mo,Butler,Democratic,29,29023,McCaskill,33%,5364
mo,Butler,Libertarian,29,29023,Swenson,1%,92
