GEO.id,County_FIPS,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
0500000US18065,18065,"Henry County, Indiana",34559,406,1431,519,3046,706,14916,1324,7234,1007,2331,644,3212,743,2389,693
0500000US18067,18067,"Howard County, Indiana",57645,449,1749,590,5576,1225,21321,1782,12828,1497,5359,863,6666,1004,4146,918
0500000US18069,18069,"Huntington County, Indiana",25163,388,569,274,1817,677,11519,1387,5056,919,2125,531,2553,698,1524,504
0500000US18071,18071,"Jackson County, Indiana",29430,435,992,410,2071,703,13884,1342,5830,1088,2736,798,2741,790,1176,475
0500000US18073,18073,"Jasper County, Indiana",22731,443,394,288,1806,660,8705,1285,7278,1277,1475,460,2147,621,926,429
0500000US18075,18075,"Jay County, Indiana",13599,214,344,185,1659,562,6663,839,2180,519,1171,420,1152,459,430,273
0500000US18077,18077,"Jefferson County, Indiana",22054,579,214,167,1587,541,9300,1351,5446,1312,1933,742,2118,774,1456,580
0500000US18079,18079,"Jennings County, Indiana",19847,1097,917,551,2071,713,9286,1603,3652,1089,1944,642,1285,508,692,587
0500000US18081,18081,"Johnson County, Indiana",98950,881,1197,452,6698,2111,32795,2604,18718,2198,7865,1707,22693,2607,8984,1684
0500000US18083,18083,"Knox County, Indiana",25275,513,911,539,2719,866,9493,1201,4041,793,4152,811,2379,691,1580,510
0500000US18085,18085,"Kosciusko County, Indiana",51872,725,2710,746,4951,992,19031,1712,10737,1412,3785,963,6998,1156,3660,782
0500000US18087,18087,"LaGrange County, Indiana",22370,171,6734,1291,2094,601,6833,952,3345,649,1325,589,1471,444,568,346
0500000US18089,18089,"Lake County, Indiana",326085,546,14333,2013,25444,2540,113895,5252,72542,3643,29056,2388,48176,3094,22639,2629
0500000US18091,18091,"LaPorte County, Indiana",77191,833,2553,639,7355,1254,29384,1760,17548,1523,6750,1134,8418,1424,5183,939
0500000US18093,18093,"Lawrence County, Indiana",31759,514,418,327,1911,596,16035,1637,6719,1196,3669,969,1958,811,1049,486
0500000US18095,18095,"Madison County, Indiana",89422,487,2256,575,8744,1439,35548,2232,18571,1746,7851,1281,11077,1091,5375,871
0500000US18097,18097,"Marion County, Indiana",615123,174,30075,3071,63438,4864,169228,5890,126682,6195,45827,3478,117946,5128,61927,3706
0500000US18099,18099,"Marshall County, Indiana",30942,456,1567,526,3174,700,12090,1214,5415,817,2682,694,3547,704,2467,541
0500000US18103,18103,"Miami County, Indiana",24496,463,830,306,2004,529,10267,886,5605,943,2210,579,2246,530,1334,460
0500000US18105,18105,"Monroe County, Indiana",81203,968,2075,729,3752,823,17009,1812,15615,1868,5359,948,20004,2129,17389,2216
0500000US18107,18107,"Montgomery County, Indiana",25441,323,267,163,2344,600,11953,1202,5591,901,2016,560,2511,649,759,379
0500000US18109,18109,"Morgan County, Indiana",47472,353,1271,431,4962,1248,19285,1621,9030,1342,5707,1025,4705,1046,2512,751
0500000US18113,18113,"Noble County, Indiana",31765,358,2513,878,2866,803,13962,1593,5146,962,3204,937,2811,778,1263,580
0500000US18119,18119,"Owen County, Indiana",15243,696,435,282,1789,546,7505,1019,2712,590,1273,518,812,379,717,355
0500000US18127,18127,"Porter County, Indiana",112978,787,1095,533,7944,1817,39517,2656,23542,2395,10061,1830,18629,1841,12190,1678
0500000US18129,18129,"Posey County, Indiana",17533,277,325,195,791,313,8130,982,3956,808,1494,488,2296,651,541,292
0500000US18133,18133,"Putnam County, Indiana",24948,369,572,283,1566,499,11013,1104,5058,797,2615,716,2566,596,1558,585
0500000US18135,18135,"Randolph County, Indiana",17442,137,980,377,1254,393,7488,838,4178,780,1583,418,1277,387,682,280
0500000US18137,18137,"Ripley County, Indiana",19615,158,611,302,1469,436,9358,895,3764,687,1492,470,2258,531,663,310
0500000US18141,18141,"St. Joseph County, Indiana",173881,786,7729,1234,15207,2034,54193,3050,36634,3139,11856,1564,29848,2647,18414,1887
0500000US18143,18143,"Scott County, Indiana",15299,1266,1013,475,1117,395,6996,1095,2954,740,1870,848,788,434,561,333
0500000US18145,18145,"Shelby County, Indiana",30680,448,710,388,2645,670,14101,1141,6655,1094,2056,589,2505,750,2008,599
0500000US18147,18147,"Spencer County, Indiana",14565,297,363,164,1238,410,6693,623,2591,584,1683,440,1216,380,781,328
0500000US18149,18149,"Starke County, Indiana",15773,73,863,295,1225,497,7343,841,3011,613,1338,374,1371,495,622,276
0500000US18151,18151,"Steuben County, Indiana",23252,429,359,218,1629,527,9652,1073,4723,909,2071,639,3331,680,1487,383
0500000US18153,18153,"Sullivan County, Indiana",16079,1257,497,247,1723,510,7210,1210,2821,718,2101,666,1206,487,521,338
0500000US18157,18157,"Tippecanoe County, Indiana",101714,789,2553,872,7152,1360,26418,2409,22224,2425,7555,1338,19148,2255,16664,1820
0500000US18163,18163,"Vanderburgh County, Indiana",122713,962,3003,818,9393,1632,43743,2631,25996,1960,10222,1492,19482,2085,10874,1465
0500000US18167,18167,"Vigo County, Indiana",68409,869,2977,796,6785,1355,20679,1834,15753,1990,4685,1013,10255,1454,7275,1174
0500000US18169,18169,"Wabash County, Indiana",22151,284,390,278,2617,679,9552,980,4094,838,1814,611,1916,535,1768,678
0500000US18173,18173,"Warrick County, Indiana",42796,622,1037,599,2114,660,15231,1533,9629,1527,3427,851,6644,1228,4714,1051
0500000US18175,18175,"Washington County, Indiana",18936,61,1024,485,1340,454,8706,1074,3775,743,2103,609,895,395,1093,562
0500000US18177,18177,"Wayne County, Indiana",45599,932,1905,628,6139,1452,17386,1556,8425,1043,4323,1012,3703,895,3718,853
0500000US18179,18179,"Wells County, Indiana",18663,171,420,241,867,395,7494,954,3864,695,2097,581,2318,608,1603,439
0500000US18181,18181,"White County, Indiana",16186,341,390,253,911,342,7522,875,3343,825,944,340,1923,561,1153,485
0500000US18183,18183,"Whitley County, Indiana",22997,363,462,306,1694,608,10360,1059,4170,846,2012,674,3024,695,1275,498
0500000US19011,19011,"Benton County, Iowa",17481,217,243,159,793,393,6417,646,3583,632,1915,396,3376,673,1154,462
0500000US19013,19013,"Black Hawk County, Iowa",84231,642,2586,552,4983,1148,25247,2068,18205,1580,8607,1258,15594,1679,9009,1063
0500000US19015,19015,"Boone County, Iowa",18693,*****,307,422,663,277,5311,813,4676,800,2671,625,3710,673,1355,510
0500000US19017,19017,"Bremer County, Iowa",16406,73,539,315,294,179,5566,565,3468,595,1939,388,3092,499,1508,449
0500000US19019,19019,"Buchanan County, Iowa",13636,261,306,172,406,236,6231,605,2770,508,1652,374,1645,456,626,268
0500000US19021,19021,"Buena Vista County, Iowa",12968,388,859,347,1459,727,4092,671,2633,767,1458,378,1569,399,898,273
0500000US19027,19027,"Carroll County, Iowa",13984,*****,557,319,181,113,5715,700,2378,495,1595,400,2703,522,855,356
0500000US19033,19033,"Cerro Gordo County, Iowa",30522,378,251,218,814,434,8755,1104,9380,1200,4357,914,5278,1117,1687,561
0500000US19045,19045,"Clinton County, Iowa",32772,488,632,320,1174,498,12765,1274,7417,891,3825,770,4640,955,2319,673
0500000US19049,19049,"Dallas County, Iowa",51967,508,1555,602,1374,465,10423,1332,9211,1380,5397,1297,16213,1999,7794,1230
0500000US19057,19057,"Des Moines County, Iowa",28229,152,937,457,1444,531,10244,1178,7208,1024,3023,751,3797,682,1576,474
0500000US19061,19061,"Dubuque County, Iowa",64517,518,1462,536,4110,805,20635,1643,12015,1219,6357,1020,13488,1309,6450,1245
0500000US19065,19065,"Fayette County, Iowa",13873,193,335,178,1003,386,5106,592,3337,564,1486,384,1866,421,740,238
0500000US19087,19087,"Henry County, Iowa",14216,509,205,134,1264,442,5462,926,2897,535,2068,528,1880,496,440,199
0500000US19099,19099,"Jasper County, Iowa",25958,395,427,281,1236,505,10528,1159,5523,1101,3881,930,3316,714,1047,378
0500000US19103,19103,"Johnson County, Iowa",84730,997,2583,1222,1647,620,17968,2449,15048,1782,7537,1379,22232,2042,17715,2019
0500000US19105,19105,"Jones County, Iowa",14477,*****,249,147,928,381,5755,590,3222,610,1702,466,1727,485,894,368
0500000US19111,19111,"Lee County, Iowa",24736,189,515,296,1352,498,10266,1053,5662,1143,3347,827,2614,646,980,320
0500000US19113,19113,"Linn County, Iowa",147148,1381,2438,917,5283,1205,43075,2855,34189,3106,18932,2198,30086,2558,13145,1623
0500000US19123,19123,"Mahaska County, Iowa",15065,262,580,301,586,244,5643,696,3494,699,1458,466,2172,583,1132,484
0500000US19125,19125,"Marion County, Iowa",21644,119,702,283,970,350,7659,1045,4521,845,2548,645,3086,720,2158,670
0500000US19127,19127,"Marshall County, Iowa",27269,529,2415,783,2171,590,10626,961,4881,918,2529,614,3504,672,1143,378
0500000US19139,19139,"Muscatine County, Iowa",28422,612,1453,604,1658,577,10164,1080,5303,918,3946,833,4153,837,1745,535
0500000US19149,19149,"Plymouth County, Iowa",16997,386,488,232,881,372,5363,768,4205,700,2178,547,3199,728,683,350
0500000US19153,19153,"Polk County, Iowa",307822,667,9964,1778,17499,2521,78175,4380,61370,4314,33244,2867,75126,4836,32444,2781
0500000US19155,19155,"Pottawattamie County, Iowa",63153,938,2292,575,5507,1064,20993,1743,14106,1387,7006,936,9469,1081,3780,863
0500000US19163,19163,"Scott County, Iowa",116322,737,3562,899,5347,1165,35370,2592,24762,2155,11617,1390,21455,1961,14209,2073
0500000US19167,19167,"Sioux County, Iowa",20512,348,1565,519,766,376,6229,956,3956,666,2334,537,3946,759,1716,497
0500000US19169,19169,"Story County, Iowa",49115,472,557,562,894,392,8331,1233,9421,1493,4578,833,13666,1688,11668,2011
0500000US19179,19179,"Wapello County, Iowa",24288,231,1393,508,1348,436,7579,948,6157,917,2967,697,2594,567,2250,671
0500000US19181,19181,"Warren County, Iowa",31730,395,261,171,1202,616,10209,1179,7947,971,3665,717,6203,956,2243,637
0500000US19183,19183,"Washington County, Iowa",14795,326,866,485,454,211,5541,668,2602,555,1861,465,2301,559,1170,424
0500000US19187,19187,"Webster County, Iowa",24982,399,689,313,1886,586,7659,1031,6992,980,3752,833,3162,839,842,249
0500000US19191,19191,"Winneshiek County, Iowa",13450,558,262,164,458,242,4250,520,2322,487,1813,517,2415,493,1930,492
0500000US19193,19193,"Woodbury County, Iowa",65094,929,3563,943,5211,981,23084,1860,13629,1795,5383,1119,10556,1616,3668,978
0500000US20009,20009,"Barton County, Kansas",18422,659,759,404,825,332,6176,979,3913,702,3208,780,2834,766,707,334
0500000US20015,20015,"Butler County, Kansas",43829,350,1001,447,2235,668,10854,1251,12086,1287,5220,1012,8088,1166,4345,1030
0500000US20021,20021,"Cherokee County, Kansas",14084,877,558,373,1125,408,5107,964,3959,759,1052,518,1544,503,739,344
0500000US20035,20035,"Cowley County, Kansas",23490,613,617,281,1471,546,7516,1154,4963,975,3072,744,4164,836,1687,491
0500000US20037,20037,"Crawford County, Kansas",22607,443,1069,472,1390,453,6149,729,5340,834,1639,470,4319,786,2701,744
0500000US20045,20045,"Douglas County, Kansas",67537,1605,1424,607,3207,1154,13961,2232,12118,1836,5079,1294,16688,2078,15060,1826
0500000US20051,20051,"Ellis County, Kansas",17499,451,460,421,480,321,4968,839,4014,877,1872,787,4077,774,1628,636
0500000US20055,20055,"Finney County, Kansas",21535,592,3387,884,3092,850,4067,893,5022,916,1505,462,2952,731,1510,573
0500000US20057,20057,"Ford County, Kansas",20613,622,3504,981,1717,664,5710,1417,3793,867,1801,626,2362,782,1726,740
0500000US20059,20059,"Franklin County, Kansas",16767,302,429,281,741,248,5813,922,4493,777,1432,485,2491,605,1368,516
0500000US20061,20061,"Geary County, Kansas",19657,1120,620,362,804,595,5125,900,6537,1202,2824,1217,2626,713,1121,404
0500000US20079,20079,"Harvey County, Kansas",23269,520,831,586,1469,502,6158,1113,6196,1013,1381,521,3961,802,3273,843
0500000US20091,20091,"Johnson County, Kansas",388301,261,5521,1282,8744,1809,60269,3683,70006,3040,28570,2376,136152,4482,79039,4051
0500000US20099,20099,"Labette County, Kansas",14113,300,513,330,899,369,4381,766,4845,708,1334,408,1293,393,848,411
0500000US20103,20103,"Leavenworth County, Kansas",53089,856,1026,485,4347,922,14665,1747,13021,1616,4967,1130,9331,1516,5732,1188
0500000US20111,20111,"Lyon County, Kansas",20961,567,919,599,1477,642,5126,900,6363,1087,1338,647,3285,843,2453,790
0500000US20113,20113,"McPherson County, Kansas",20063,379,910,426,533,221,5376,816,4674,781,2197,655,4794,923,1579,502
0500000US20121,20121,"Miami County, Kansas",21368,799,254,228,493,386,7499,1253,6249,954,2024,634,3322,854,1527,566
0500000US20125,20125,"Montgomery County, Kansas",22480,400,909,341,2168,565,6420,889,6473,862,2169,679,2969,681,1372,453
0500000US20149,20149,"Pottawatomie County, Kansas",14832,53,151,113,716,355,3714,700,4046,727,1177,388,3080,684,1948,746
0500000US20155,20155,"Reno County, Kansas",43886,505,1798,700,3971,1032,12687,1421,11537,1243,5230,1036,6367,1262,2296,598
0500000US20161,20161,"Riley County, Kansas",37098,1011,705,431,984,457,7383,1310,9660,1754,2626,759,9304,1474,6436,1242
0500000US20169,20169,"Saline County, Kansas",37558,579,1043,621,2865,888,12621,1316,10006,1344,3389,719,4948,1022,2686,765
0500000US20173,20173,"Sedgwick County, Kansas",328110,268,14239,1987,23145,2387,91258,4230,84104,4210,24586,2578,57757,2927,33021,2549
0500000US20175,20175,"Seward County, Kansas",13489,929,3654,1059,1607,614,3346,812,2333,702,1156,636,1049,451,344,244
0500000US20177,20177,"Shawnee County, Kansas",119391,915,3566,959,7191,1543,34993,2405,28671,2328,8767,1288,23527,2060,12676,1352
0500000US20191,20191,"Sumner County, Kansas",15627,309,169,142,901,436,5052,700,4013,736,1706,487,2868,601,918,348
0500000US20209,20209,"Wyandotte County, Kansas",102070,716,9537,1271,13108,1506,34692,2291,21318,2131,7060,1014,11133,1333,5222,935
0500000US21003,21003,"Allen County, Kentucky",13796,878,920,487,1333,641,4810,912,2635,619,2003,958,1557,732,538,273
0500000US21005,21005,"Anderson County, Kentucky",14799,1426,462,293,982,465,4739,1079,3866,838,1880,769,1698,615,1172,557
0500000US21009,21009,"Barren County, Kentucky",29449,407,2407,755,2257,723,12034,1155,5179,1065,2314,626,3209,891,2049,614
0500000US21013,21013,"Bell County, Kentucky",18573,1644,3215,936,4184,1330,6201,1177,2143,653,1489,598,796,390,545,331
0500000US21015,21015,"Boone County, Kentucky",83047,621,2076,805,4361,1235,22812,2214,19321,2359,8083,1611,17738,2353,8656,1548
0500000US21017,21017,"Bourbon County, Kentucky",14504,800,1176,541,1860,702,4478,768,3607,837,1066,427,1143,470,1174,462
0500000US21019,21019,"Boyd County, Kentucky",33980,402,1328,471,1956,719,12552,1724,7800,1205,3966,964,3494,884,2884,855
0500000US21021,21021,"Boyle County, Kentucky",19601,551,1087,441,1998,564,6610,990,4273,862,787,371,2612,622,2234,585
0500000US21027,21027,"Breckinridge County, Kentucky",14637,1147,1466,686,1589,586,6584,1064,2763,611,856,417,724,310,655,376
0500000US21029,21029,"Bullitt County, Kentucky",54356,584,3098,1009,4107,1016,22345,1537,11780,1538,4988,1003,5167,1276,2871,794
0500000US21035,21035,"Calloway County, Kentucky",24224,337,1295,690,1193,478,8526,1295,6114,1422,841,428,3681,1187,2574,838
0500000US21037,21037,"Campbell County, Kentucky",62300,696,2257,675,5851,1600,18281,2055,11511,1570,4302,785,12756,1454,7342,1226
0500000US21043,21043,"Carter County, Kentucky",19349,1187,2426,826,1063,388,7357,1071,3980,971,1693,648,1879,674,951,484
0500000US21047,21047,"Christian County, Kentucky",41659,1032,1895,673,4070,1167,13491,1442,9670,1335,5296,1029,3738,1025,3499,828
0500000US21049,21049,"Clark County, Kentucky",24437,416,1373,518,2139,580,8779,982,5340,781,1552,529,3903,828,1351,442
0500000US21051,21051,"Clay County, Kentucky",15128,1082,3087,938,2617,740,6103,979,1694,660,568,342,426,319,633,287
0500000US21059,21059,"Daviess County, Kentucky",66472,897,2813,780,4685,1103,23790,1799,15053,1697,5978,1347,8272,1526,5881,1286
0500000US21067,21067,"Fayette County, Kentucky",203167,356,9031,1446,11225,1395,41446,2887,41625,2665,15366,2045,46002,2900,38472,2603
0500000US21071,21071,"Floyd County, Kentucky",26209,315,3216,981,3547,954,9682,1206,5494,1038,1458,516,1601,666,1211,531
0500000US21073,21073,"Franklin County, Kentucky",34991,1171,1988,627,2038,734,12252,1990,8026,1547,2298,779,4978,1056,3411,921
0500000US21081,21081,"Grant County, Kentucky",15915,1155,893,430,1128,656,8593,1227,2422,620,786,422,1077,567,1016,518
0500000US21083,21083,"Graves County, Kentucky",25420,618,1611,675,1533,555,9727,1234,5897,821,1380,491,2833,731,2439,709
0500000US21085,21085,"Grayson County, Kentucky",17467,621,772,448,2368,774,7079,1360,4104,832,1535,606,1058,429,551,252
0500000US21089,21089,"Greenup County, Kentucky",25780,265,1228,438,1912,598,9100,1137,6086,912,2187,641,3271,665,1996,544
0500000US21093,21093,"Hardin County, Kentucky",69828,870,3260,1051,5224,1260,20708,2636,18472,2176,6615,1270,8342,1442,7207,1337
0500000US21095,21095,"Harlan County, Kentucky",19186,153,1696,459,3511,569,7254,878,3119,673,1487,376,1249,456,870,353
0500000US21101,21101,"Henderson County, Kentucky",31683,525,1306,658,2636,836,11121,1442,7771,1406,3273,1017,3152,1052,2424,674
0500000US21107,21107,"Hopkins County, Kentucky",31809,498,1772,464,3089,858,12704,1263,5826,845,3061,795,3031,788,2326,729
0500000US21111,21111,"Jefferson County, Kentucky",524924,491,16287,2426,34352,3333,142994,5235,112335,4480,42683,3985,105048,4375,71225,3455
0500000US21113,21113,"Jessamine County, Kentucky",33648,442,1218,403,3258,839,10919,1460,5810,1091,3171,953,5120,985,4152,1330
0500000US21115,21115,"Johnson County, Kentucky",15593,1646,1338,471,1209,537,4133,957,4551,1237,1727,796,1521,632,1114,652
0500000US21117,21117,"Kenton County, Kentucky",111443,662,4006,964,8656,1755,34611,2646,22057,1987,11178,1715,19149,1981,11786,1496
0500000US21121,21121,"Knox County, Kentucky",21792,1294,4359,1237,2753,762,7622,1234,3200,896,958,613,1144,605,1756,808
0500000US21125,21125,"Laurel County, Kentucky",41279,207,2765,814,4391,1186,17102,1712,8524,1896,3208,914,3108,706,2181,763
0500000US21133,21133,"Letcher County, Kentucky",16556,1358,1912,671,3254,1069,5586,1162,2122,604,1119,548,1411,634,1152,422
0500000US21137,21137,"Lincoln County, Kentucky",16912,1093,2366,944,2013,843,6892,1222,2506,738,1266,432,1178,554,691,379
0500000US21141,21141,"Logan County, Kentucky",18895,804,1425,649,2194,587,7468,1025,3798,1000,1412,585,1672,595,926,430
0500000US21145,21145,"McCracken County, Kentucky",46350,519,1936,618,2771,878,14898,1711,10535,1292,4226,874,7783,1393,4201,963
0500000US21151,21151,"Madison County, Kentucky",54045,612,3616,1120,5209,1231,14833,1877,11575,1763,3407,924,9187,1501,6218,1234
0500000US21155,21155,"Marion County, Kentucky",13184,1137,853,359,1676,657,5907,892,1967,691,1134,408,942,475,705,342
0500000US21157,21157,"Marshall County, Kentucky",22450,555,1176,595,1693,710,10665,1318,4317,845,1361,604,1666,624,1572,609
0500000US21163,21163,"Meade County, Kentucky",18626,836,778,444,1150,450,6711,984,4412,845,1937,709,2701,988,937,505
0500000US21167,21167,"Mercer County, Kentucky",15212,1268,1322,474,1028,475,5755,942,3330,790,780,396,1776,533,1221,477
0500000US21173,21173,"Montgomery County, Kentucky",18850,1082,1113,751,1631,580,7255,1526,4768,956,950,528,2055,729,1078,489
0500000US21177,21177,"Muhlenberg County, Kentucky",22123,512,1187,529,2636,1049,10772,1298,2377,657,1797,597,1763,664,1591,590
0500000US21179,21179,"Nelson County, Kentucky",29454,517,1033,382,2848,691,11845,1256,6186,1346,2292,646,2952,935,2298,685
0500000US21183,21183,"Ohio County, Kentucky",16617,419,1133,477,1620,596,6814,963,3610,866,1158,559,1221,545,1061,391
0500000US21185,21185,"Oldham County, Kentucky",42638,710,818,456,1466,461,9945,1367,10106,1365,3635,781,9602,1147,7066,1069
0500000US21193,21193,"Perry County, Kentucky",19033,1087,2212,778,1747,625,6760,1022,4416,932,986,462,1024,539,1888,811
0500000US21195,21195,"Pike County, Kentucky",43971,417,4865,821,6370,1484,17028,1333,7446,1198,2634,664,2400,607,3228,867
0500000US21199,21199,"Pulaski County, Kentucky",43961,591,4023,934,3904,885,17241,1975,8031,1465,2839,883,4983,1239,2940,881
0500000US21205,21205,"Rowan County, Kentucky",13939,1101,871,449,1420,695,4667,1320,2746,773,304,240,1216,581,2715,991
0500000US21209,21209,"Scott County, Kentucky",33778,511,1625,618,2314,596,10698,1408,7118,1212,2677,822,6002,1161,3344,817
0500000US21211,21211,"Shelby County, Kentucky",30811,994,1927,767,2341,1005,10748,1208,6938,1196,2756,1024,3701,755,2400,581
0500000US21217,21217,"Taylor County, Kentucky",15880,955,884,604,1250,598,6108,988,3738,944,1045,488,1339,627,1516,629
0500000US21227,21227,"Warren County, Kentucky",75515,887,4672,1312,5165,1142,20845,2172,16104,2124,5632,1265,14582,2023,8515,1563
0500000US21231,21231,"Wayne County, Kentucky",14618,914,1619,534,1527,579,5314,823,3826,1093,1073,452,787,451,472,368
0500000US21235,21235,"Whitley County, Kentucky",23192,710,2220,707,1783,809,9123,1377,4568,1166,895,439,2168,753,2435,938
0500000US21239,21239,"Woodford County, Kentucky",17268,811,731,414,703,348,4547,820,3765,789,2048,657,2712,668,2762,645
0500000US22001,22001,"Acadia Parish, Louisiana",39690,594,5138,1332,4888,1138,14767,2130,7209,1726,2926,1035,3662,1442,1100,445
0500000US22003,22003,"Allen Parish, Louisiana",17989,1062,699,374,2972,769,8393,1368,2885,887,1055,499,1513,571,472,250
0500000US22005,22005,"Ascension Parish, Louisiana",76251,884,2740,1039,6726,1754,26616,2879,14595,1903,5188,1486,14477,2200,5909,1252
0500000US22007,22007,"Assumption Parish, Louisiana",16165,900,1257,469,3025,1062,7218,1047,1662,544,1149,519,1021,506,833,447
0500000US22009,22009,"Avoyelles Parish, Louisiana",27912,317,1376,599,4731,912,12721,1310,4963,1022,1407,727,1908,568,806,290
0500000US22011,22011,"Beauregard Parish, Louisiana",24233,219,2017,676,2401,830,9836,1176,4503,941,1496,537,3020,785,960,351
0500000US22015,22015,"Bossier Parish, Louisiana",82132,799,2577,858,6471,1491,24122,2268,20451,2218,9031,1846,12410,1991,7070,1467
0500000US22017,22017,"Caddo Parish, Louisiana",167186,768,6160,1348,15147,2155,57418,3870,38350,3266,10297,1806,25385,2791,14429,1660
0500000US22019,22019,"Calcasieu Parish, Louisiana",130965,505,7443,1610,11092,2043,44854,3408,29235,2732,9524,1881,19265,1980,9552,1734
0500000US22029,22029,"Concordia Parish, Louisiana",14010,921,1215,510,2124,666,5828,992,2149,710,242,235,2022,826,430,283
0500000US22031,22031,"De Soto Parish, Louisiana",18341,523,626,293,2767,810,8548,1102,2940,840,1027,408,1343,654,1090,585
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",279850,1156,8010,1520,15678,2130,78527,4507,65276,4222,15675,2668,60918,3661,35766,3104
0500000US22039,22039,"Evangeline Parish, Louisiana",20819,885,2568,740,1929,655,8261,1105,4178,978,1201,467,2181,854,501,322
0500000US22041,22041,"Franklin Parish, Louisiana",12847,1209,681,308,2013,626,6948,1145,1455,496,713,400,595,234,442,267
0500000US22043,22043,"Grant Parish, Louisiana",16202,787,824,381,2606,663,7648,1296,3073,744,1149,634,652,295,250,212
0500000US22045,22045,"Iberia Parish, Louisiana",47028,1003,3487,878,6816,1298,21520,1673,7497,1333,2913,1181,3416,830,1379,651
0500000US22047,22047,"Iberville Parish, Louisiana",22451,584,1680,482,3853,763,9645,1119,3501,687,737,375,2107,610,928,486
0500000US22051,22051,"Jefferson Parish, Louisiana",305807,537,19147,2197,28308,3519,95956,4801,67500,4519,17246,2256,53196,3255,24454,2068
0500000US22053,22053,"Jefferson Davis Parish, Louisiana",20293,684,1298,455,3010,988,8296,1126,3887,790,1298,494,1786,623,718,382
0500000US22055,22055,"Lafayette Parish, Louisiana",157616,1147,6935,1467,14937,2750,43475,3268,34470,3138,8691,1672,33191,3029,15917,2173
0500000US22057,22057,"Lafourche Parish, Louisiana",66188,689,6588,1383,9048,1386,26385,2140,9533,1421,3502,1024,7871,1586,3261,1002
0500000US22061,22061,"Lincoln Parish, Louisiana",27242,1256,901,524,1850,709,7107,1462,5713,1322,1664,697,5205,1369,4802,1067
0500000US22063,22063,"Livingston Parish, Louisiana",89223,1767,4455,1376,8059,1641,35534,3148,16409,2202,6319,1481,13825,2827,4622,1424
0500000US22067,22067,"Morehouse Parish, Louisiana",18106,582,936,434,1978,663,8759,1211,2832,963,1590,689,1704,530,307,247
0500000US22069,22069,"Natchitoches Parish, Louisiana",22994,899,868,353,1954,766,5763,879,5076,946,4212,996,3005,740,2116,715
0500000US22071,22071,"Orleans Parish, Louisiana",272132,353,11029,1538,26986,2576,60062,3339,63156,3839,12969,1403,55489,2854,42441,2292
0500000US22073,22073,"Ouachita Parish, Louisiana",100656,540,3414,1043,11953,1763,31387,2679,23142,2243,4229,1132,17540,1964,8991,1502
0500000US22075,22075,"Plaquemines Parish, Louisiana",15800,1020,1640,607,1300,653,6487,1050,4274,1035,322,290,791,376,986,589
0500000US22077,22077,"Pointe Coupee Parish, Louisiana",16168,1306,1079,530,2546,830,6136,1025,2372,704,1385,867,2081,691,569,365
0500000US22079,22079,"Rapides Parish, Louisiana",87069,779,4419,1466,9778,1842,32654,2250,18883,2083,3945,898,9390,1341,8000,1319
0500000US22083,22083,"Richland Parish, Louisiana",13233,1224,663,300,2206,733,5895,1025,2745,821,381,298,864,422,479,252
0500000US22085,22085,"Sabine Parish, Louisiana",17007,586,1029,441,2258,593,7462,1005,2627,563,1226,478,1320,334,1085,450
0500000US22087,22087,"St. Bernard Parish, Louisiana",28747,1020,1444,505,3904,917,9208,1292,8054,1024,1771,616,3421,845,945,350
0500000US22089,22089,"St. Charles Parish, Louisiana",34703,588,1173,405,2161,685,12797,1638,8357,1259,2788,772,5404,958,2023,664
0500000US22093,22093,"St. James Parish, Louisiana",13663,947,193,153,1285,514,5932,1012,3254,888,739,436,1702,628,558,383
0500000US22095,22095,"St. John the Baptist Parish, Louisiana",28335,833,738,378,2556,839,11331,1765,6469,1392,2398,834,3557,1089,1286,637
0500000US22097,22097,"St. Landry Parish, Louisiana",54043,613,4563,947,9785,1612,22231,2128,7871,1376,2682,757,4952,1176,1959,650
0500000US22099,22099,"St. Martin Parish, Louisiana",36230,705,2737,768,4145,1139,14679,1623,8442,1487,1628,563,3524,1346,1075,504
0500000US22101,22101,"St. Mary Parish, Louisiana",36646,707,1772,512,3706,997,18926,1427,6232,1155,2059,655,3010,656,941,556
0500000US22103,22103,"St. Tammany Parish, Louisiana",170823,596,5273,1611,12678,2405,47114,4026,42298,3086,11231,1923,34741,2894,17488,2122
0500000US22105,22105,"Tangipahoa Parish, Louisiana",80916,1420,2955,1086,8479,2279,29968,2581,18838,2302,5256,1384,11105,1768,4315,1319
0500000US22109,22109,"Terrebonne Parish, Louisiana",73087,888,6987,1492,8433,1779,28582,2244,13277,2097,4595,1405,8737,1670,2476,832
0500000US22111,22111,"Union Parish, Louisiana",14511,1122,1039,635,1125,494,6647,845,2410,690,951,444,1689,533,650,319
0500000US22113,22113,"Vermilion Parish, Louisiana",38931,1083,3386,1131,5297,1262,16159,1748,6833,1416,2792,928,3198,813,1266,721
0500000US22115,22115,"Vernon Parish, Louisiana",29821,452,1221,428,2757,587,11198,1016,6753,878,2590,543,3603,678,1699,521
