GEO.id,County_FIPS,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
0500000US01001,1001,"Autauga County, Alabama",36490,585,1052,538,3055,929,12691,1610,7292,1387,2517,865,5254,1223,4629,1114
0500000US01003,1003,"Baldwin County, Alabama",143738,771,3095,1004,10124,2057,45574,3529,30000,3538,12545,2232,30163,3686,12237,1800
0500000US01005,1005,"Barbour County, Alabama",18417,501,1815,493,3617,786,7120,1007,2568,695,1260,406,1334,408,703,281
0500000US01007,1007,"Bibb County, Alabama",15342,1423,1022,531,2214,960,7165,862,2650,921,748,462,873,572,670,435
0500000US01009,1009,"Blount County, Alabama",39833,401,2026,927,5288,1196,12903,1517,8752,1376,4670,1163,4271,991,1923,737
0500000US01013,1013,"Butler County, Alabama",12837,1393,1182,615,1374,468,5316,1046,1993,645,1391,533,804,325,777,391
0500000US01015,1015,"Calhoun County, Alabama",78387,720,5366,1310,8741,1796,23578,2420,21155,2562,5986,1330,7585,1362,5976,1265
0500000US01017,1017,"Chambers County, Alabama",23398,634,938,416,3103,851,9571,1224,5725,1079,1965,614,1195,417,901,417
0500000US01019,1019,"Cherokee County, Alabama",16324,1554,1334,576,2342,667,6556,993,3322,904,1039,426,989,369,742,407
0500000US01021,1021,"Chilton County, Alabama",29115,795,2340,951,2543,871,12955,1265,5018,1206,1891,612,2780,687,1588,705
0500000US01025,1025,"Clarke County, Alabama",17700,1703,756,479,2805,828,8140,1394,3085,939,871,564,1041,394,1002,615
0500000US01031,1031,"Coffee County, Alabama",34169,557,1543,495,3028,679,9658,1012,8275,1059,3725,715,5468,1007,2472,617
0500000US01033,1033,"Colbert County, Alabama",38275,518,2094,683,4436,929,15245,1824,7432,1190,2793,844,3899,1051,2376,875
0500000US01039,1039,"Covington County, Alabama",26502,352,2268,590,3980,936,8535,934,6024,1026,2336,596,2435,621,924,404
0500000US01043,1043,"Cullman County, Alabama",56756,281,2803,825,7142,1237,22792,2403,10981,1545,5786,1431,4355,1132,2897,727
0500000US01045,1045,"Dale County, Alabama",34097,515,1479,473,2885,892,10384,1320,9944,1243,3700,972,3247,825,2458,706
0500000US01047,1047,"Dallas County, Alabama",27078,244,1316,391,4630,853,9012,1077,5665,1031,2837,663,2036,615,1582,594
0500000US01049,1049,"DeKalb County, Alabama",47507,645,6869,1108,7703,1526,17399,1590,6431,1113,4345,1166,2371,599,2389,872
0500000US01051,1051,"Elmore County, Alabama",55400,601,3445,1220,5419,1448,18802,2203,10769,1558,5471,1295,7527,1322,3967,882
0500000US01053,1053,"Escambia County, Alabama",25246,700,920,393,4339,917,10731,1232,4049,875,1977,611,2000,649,1230,438
0500000US01055,1055,"Etowah County, Alabama",71551,300,4738,927,6839,1085,22464,2094,19106,2111,6029,1210,7787,1331,4588,1039
0500000US01059,1059,"Franklin County, Alabama",20261,1824,2868,2196,3304,944,6120,1016,3821,781,1786,499,1601,544,761,302
0500000US01061,1061,"Geneva County, Alabama",19413,1392,2274,708,2618,716,6355,965,4591,789,1445,584,1729,558,401,224
0500000US01069,1069,"Houston County, Alabama",71431,253,3000,474,6656,795,22794,1385,17303,960,6485,722,9046,875,6147,752
0500000US01071,1071,"Jackson County, Alabama",37269,552,2354,832,4733,1042,16367,1579,6411,1262,3961,821,2565,643,878,345
0500000US01073,1073,"Jefferson County, Alabama",449424,840,14314,2168,34586,3398,117780,5080,103307,4395,37539,3459,87278,4388,54620,3244
0500000US01077,1077,"Lauderdale County, Alabama",63258,947,3263,978,5758,1308,21307,1779,14559,1695,3515,916,8559,1388,6297,1427
0500000US01079,1079,"Lawrence County, Alabama",23503,155,1035,517,3653,791,10331,1086,3635,850,2063,697,2132,689,654,334
0500000US01081,1081,"Lee County, Alabama",92177,1579,2527,808,5385,1829,21624,2208,24355,2633,6703,1394,18834,2125,12749,1735
0500000US01083,1083,"Limestone County, Alabama",63202,801,3853,1011,6093,1341,19758,2011,12725,1731,4392,1092,9714,1743,6667,1391
0500000US01089,1089,"Madison County, Alabama",240035,517,6114,1230,14695,2161,53324,3765,46287,4007,20351,2454,62494,3232,36770,3137
0500000US01091,1091,"Marengo County, Alabama",12363,1389,1289,543,1048,543,3899,799,2473,820,1168,483,1490,672,996,618
0500000US01093,1093,"Marion County, Alabama",21530,525,1832,678,2524,785,7767,1037,4772,1108,2062,682,1594,525,979,480
0500000US01095,1095,"Marshall County, Alabama",63824,767,5067,1201,8496,1528,18350,2215,15236,1657,5983,1129,6496,1107,4196,1004
0500000US01097,1097,"Mobile County, Alabama",277665,890,9923,1604,30943,3379,89842,4326,61362,3693,20347,2584,45416,2975,19832,2380
0500000US01099,1099,"Monroe County, Alabama",14572,1371,861,370,1914,775,7709,1249,1972,604,691,281,1013,443,412,232
0500000US01101,1101,"Montgomery County, Alabama",148631,583,6250,1192,15371,1875,37535,2898,32107,2233,10436,1360,29246,2435,17686,1689
0500000US01103,1103,"Morgan County, Alabama",82551,930,4729,1271,9692,1786,22899,2464,20349,2239,6546,1530,12763,1977,5573,949
0500000US01107,1107,"Pickens County, Alabama",13449,1386,1027,482,1937,459,5190,865,2655,729,1008,445,1264,437,368,210
0500000US01109,1109,"Pike County, Alabama",19564,942,1130,458,2748,909,6914,1155,3680,773,1271,495,2125,596,1696,724
0500000US01111,1111,"Randolph County, Alabama",15556,823,744,414,2275,742,5233,1121,2891,791,1339,579,2026,761,1048,560
0500000US01113,1113,"Russell County, Alabama",39381,1264,2242,670,4360,1296,10884,1668,10623,1985,4743,1218,3739,1161,2790,1030
0500000US01115,1115,"St. Clair County, Alabama",60420,818,2846,1225,7079,1389,21644,2593,13969,2075,6918,1899,4775,1186,3189,1085
0500000US01117,1117,"Shelby County, Alabama",141017,685,4179,886,7558,1380,30628,2981,30244,2606,11384,1347,39713,2978,17311,1937
0500000US01121,1121,"Talladega County, Alabama",56273,866,4165,1206,9658,1472,18434,1831,10829,1611,4963,1150,5190,1184,3034,1030
0500000US01123,1123,"Tallapoosa County, Alabama",29144,832,1729,569,4443,1235,9481,1298,6192,1165,2378,687,3308,767,1613,428
0500000US01125,1125,"Tuscaloosa County, Alabama",125421,632,4890,1348,11959,1766,37619,2696,24406,2290,7675,1327,25056,2478,13816,1975
0500000US01127,1127,"Walker County, Alabama",45251,359,3135,718,4860,981,18209,1680,10172,1152,4618,1110,2669,894,1588,573
0500000US01133,1133,"Winston County, Alabama",17220,961,1348,550,2509,889,6496,1031,3589,874,1224,459,956,430,1098,489
0500000US02020,2020,"Anchorage Municipality, Alaska",190006,845,5011,1209,5860,1317,45726,3271,50395,2896,15369,2189,41798,3406,25847,2723
0500000US02090,2090,"Fairbanks North Star Borough, Alaska",59492,1119,754,418,2050,811,11616,1640,19304,2117,5254,1431,13486,2072,7028,1429
0500000US02110,2110,"Juneau City and Borough, Alaska",22782,481,263,199,1011,563,4762,867,6154,858,1627,521,5776,781,3189,554
0500000US02122,2122,"Kenai Peninsula Borough, Alaska",39756,450,524,281,1622,545,13048,1353,11284,1270,4150,891,5459,919,3669,702
0500000US02170,2170,"Matanuska-Susitna Borough, Alaska",63447,500,938,348,4405,814,20428,1463,19273,1584,5590,742,8235,1182,4578,842
0500000US04001,4001,"Apache County, Arizona",43567,540,4347,687,4715,775,15587,1434,10251,1219,2942,605,3932,827,1793,569
0500000US04003,4003,"Cochise County, Arizona",89293,361,5472,976,6794,1131,20686,1906,28257,2287,10428,1508,11196,1635,6460,1273
0500000US04005,4005,"Coconino County, Arizona",80427,983,3592,675,4879,1092,17869,1617,19146,1948,8352,1385,13804,1890,12785,1710
0500000US04007,4007,"Gila County, Arizona",39683,873,1404,524,3527,798,12960,1577,10244,1412,4298,901,5262,1427,1988,756
0500000US04009,4009,"Graham County, Arizona",22873,844,1417,602,2365,611,6563,1022,7702,1131,2197,575,1494,514,1135,372
0500000US04012,4012,"La Paz County, Arizona",15054,1295,1379,464,2258,792,5876,1019,3377,739,786,387,830,408,548,290
0500000US04013,4013,"Maricopa County, Arizona",2742502,437,168334,7835,195010,7322,632157,12773,680595,12737,226049,7109,539022,9975,301335,7228
0500000US04015,4015,"Mohave County, Arizona",153740,784,5046,1190,17072,2543,59834,3488,42921,3406,10501,1573,11810,1714,6556,1294
0500000US04017,4017,"Navajo County, Arizona",68489,703,3995,746,7102,907,21913,1886,19994,1791,4751,836,6105,948,4629,1032
0500000US04019,4019,"Pima County, Arizona",668691,274,33850,3315,50785,3771,153272,5426,165851,6375,56979,3477,120656,5277,87298,3998
0500000US04021,4021,"Pinal County, Arizona",278655,1126,15297,2212,29798,3739,79800,4925,78750,4305,26354,2533,31291,2730,17365,2352
0500000US04023,4023,"Santa Cruz County, Arizona",29689,720,4221,1075,3548,972,9213,1309,6582,1547,1294,535,2739,776,2092,740
0500000US04025,4025,"Yavapai County, Arizona",169500,435,5509,1365,11129,1871,42265,3563,49203,3235,16548,2295,27509,3188,17337,1848
0500000US04027,4027,"Yuma County, Arizona",128566,478,17321,2684,20374,1783,30530,2416,30645,2278,9886,1542,12728,1806,7082,1494
0500000US05003,5003,"Ashley County, Arkansas",14864,925,1161,678,1720,544,4880,1030,4063,857,925,452,1437,510,678,372
0500000US05005,5005,"Baxter County, Arkansas",31580,346,1014,391,4021,967,9980,1301,7782,1136,3188,910,3687,871,1908,616
0500000US05007,5007,"Benton County, Arkansas",162146,621,8196,1709,12007,1839,48150,3237,32481,2306,8292,1127,34928,2666,18092,2424
0500000US05009,5009,"Boone County, Arkansas",26218,64,1694,591,1829,609,7907,1402,8663,1329,2608,763,2488,739,1029,502
0500000US05015,5015,"Carroll County, Arkansas",20047,542,2055,549,1843,751,6664,1079,4952,947,1261,589,2359,801,913,512
0500000US05019,5019,"Clark County, Arkansas",13695,1224,418,283,737,382,3585,823,3480,976,1371,482,2465,778,1639,583
0500000US05023,5023,"Cleburne County, Arkansas",18608,570,1065,425,1815,649,7769,1146,3959,752,1339,473,1575,557,1086,418
0500000US05027,5027,"Columbia County, Arkansas",16137,839,701,334,1979,606,6592,1118,2846,797,1073,552,1911,556,1035,616
0500000US05029,5029,"Conway County, Arkansas",15072,1071,643,258,1302,492,6741,1135,2694,602,1391,461,1449,540,852,488
0500000US05031,5031,"Craighead County, Arkansas",66273,804,1393,452,5508,1149,22071,2624,16273,2166,4476,1213,10623,1896,5929,1137
0500000US05033,5033,"Crawford County, Arkansas",41478,572,1741,816,3753,888,14774,1974,11462,1635,2808,871,4500,918,2440,916
0500000US05035,5035,"Crittenden County, Arkansas",30837,496,1954,555,3851,805,10636,1229,6717,991,1538,540,4237,839,1904,614
0500000US05045,5045,"Faulkner County, Arkansas",74421,958,1916,599,3884,1002,20539,2312,18740,1951,5884,1342,14153,1766,9305,1629
0500000US05051,5051,"Garland County, Arkansas",69624,699,2691,1000,6069,1426,22093,2533,19925,2074,5359,1282,8118,1422,5369,1126
0500000US05055,5055,"Greene County, Arkansas",29287,386,1318,446,3365,865,14451,1150,5335,1017,1512,552,2259,583,1047,477
0500000US05057,5057,"Hempstead County, Arkansas",15554,1665,1763,721,1639,688,5529,1207,3568,1397,1415,602,1034,510,606,325
0500000US05059,5059,"Hot Spring County, Arkansas",22076,950,1249,512,1692,510,8953,1278,5657,1073,1783,565,1859,699,883,397
0500000US05063,5063,"Independence County, Arkansas",25471,540,971,571,1431,609,10703,1757,6859,1467,1703,731,2568,810,1236,476
0500000US05069,5069,"Jefferson County, Arkansas",47741,285,1998,662,5115,1191,18841,1570,11671,1367,3077,901,4536,1020,2503,768
0500000US05071,5071,"Johnson County, Arkansas",17100,1023,1424,446,1944,574,6972,901,3060,597,825,421,1830,573,1045,446
0500000US05083,5083,"Logan County, Arkansas",15149,454,697,342,1652,547,7042,964,2168,596,1183,423,1828,646,579,325
0500000US05085,5085,"Lonoke County, Arkansas",47497,336,1842,782,3928,1001,15474,1710,12201,1404,3823,922,7222,1350,3007,792
0500000US05091,5091,"Miller County, Arkansas",29565,510,707,339,3110,729,11319,1345,8622,1309,1599,529,3030,785,1178,573
0500000US05093,5093,"Mississippi County, Arkansas",28350,680,2206,679,3556,929,10176,1522,6279,1086,2249,719,1917,653,1967,575
0500000US05103,5103,"Ouachita County, Arkansas",16536,948,386,249,2086,883,6867,1397,2577,917,1677,626,1486,594,1457,643
0500000US05111,5111,"Poinsett County, Arkansas",16242,276,1326,502,2027,466,7371,772,3235,668,958,326,743,357,582,385
0500000US05113,5113,"Polk County, Arkansas",15015,1098,864,352,1531,559,5760,833,3978,910,1166,436,1122,412,594,264
0500000US05115,5115,"Pope County, Arkansas",39158,690,2732,967,3867,986,13668,1767,8764,1238,2125,929,5542,1175,2460,736
0500000US05119,5119,"Pulaski County, Arkansas",264419,601,12361,2640,17650,2479,65229,4471,61496,3526,17945,2405,56591,4111,33147,2945
0500000US05123,5123,"St. Francis County, Arkansas",17973,422,1043,344,2244,621,8203,926,3861,756,821,371,1110,368,691,307
0500000US05125,5125,"Saline County, Arkansas",80507,889,2449,736,5928,1579,26928,2739,18121,1573,6929,1253,12291,1743,7861,1497
0500000US05131,5131,"Sebastian County, Arkansas",84889,936,6996,1198,8943,1788,25851,2503,19992,1958,7198,1172,11781,1642,4128,1032
0500000US05139,5139,"Union County, Arkansas",27017,841,869,401,3814,837,9822,1368,5792,1148,1327,492,4065,856,1328,471
0500000US05143,5143,"Washington County, Arkansas",135521,1282,8329,1417,11807,2422,36416,2576,27975,2783,7233,1602,27621,2943,16140,2305
0500000US05145,5145,"White County, Arkansas",51361,1138,3511,983,5672,1315,21398,2129,8178,1504,3275,938,5402,1278,3925,1001
0500000US05149,5149,"Yell County, Arkansas",14916,878,1680,595,1706,538,6274,1023,2743,699,451,251,1656,595,406,262
0500000US06001,6001,"Alameda County, California",1145989,439,76614,5088,66125,4465,207825,7715,207453,7217,70857,4167,299391,7342,217724,6742
0500000US06005,6005,"Amador County, California",28724,792,715,323,2216,665,7362,1192,9093,1197,2997,712,4209,801,2132,707
0500000US06007,6007,"Butte County, California",146064,910,6106,1479,10769,1697,30850,2492,42980,3144,14794,2096,29188,2556,11377,1647
0500000US06009,6009,"Calaveras County, California",33775,916,1604,790,1847,792,9970,1615,12183,1484,2398,813,3712,907,2061,617
0500000US06011,6011,"Colusa County, California",13016,1108,3000,724,1221,578,2494,658,3382,862,997,425,1357,520,565,397
0500000US06013,6013,"Contra Costa County, California",769664,570,47240,3807,38505,3212,137662,5781,175856,7244,61067,4512,194193,6214,115141,4647
0500000US06015,6015,"Del Norte County, California",19347,1239,1269,452,2631,638,5679,1026,5321,936,1417,732,1963,683,1067,451
0500000US06017,6017,"El Dorado County, California",132110,932,2221,757,6522,1512,29712,2663,36399,2418,13402,1863,27607,2424,16247,1792
0500000US06019,6019,"Fresno County, California",590620,666,91794,5478,59475,4658,138164,6020,141806,5723,45891,3219,75789,4787,37701,3187
0500000US06021,6021,"Glenn County, California",17309,652,1583,650,2644,766,5141,1196,3948,882,863,444,2534,782,596,403
0500000US06023,6023,"Humboldt County, California",90540,998,3261,1319,7157,1557,20210,2052,26813,2276,8436,1568,15653,1603,9010,1366
0500000US06025,6025,"Imperial County, California",109306,715,21415,2527,15057,2041,23264,2859,25893,2579,8017,1490,10173,1713,5487,1200
0500000US06029,6029,"Kern County, California",528165,628,76363,4736,64370,4319,153819,7450,110919,6117,37204,3189,57137,4198,28353,3023
0500000US06031,6031,"Kings County, California",92734,605,10759,1778,14592,1685,22123,1957,22250,2415,8074,1420,10273,2095,4663,1023
0500000US06033,6033,"Lake County, California",46707,935,3015,943,3750,877,16748,1933,11626,1481,5729,1299,4356,1073,1483,517
0500000US06035,6035,"Lassen County, California",22948,480,686,192,2407,427,8428,922,5714,1000,2411,549,2143,558,1159,443
0500000US06037,6037,"Los Angeles County, California",6852650,*****,878322,15906,622781,12728,1453271,19701,1316785,16933,467645,11582,1382575,16431,731271,13490
0500000US06039,6039,"Madera County, California",97105,593,15475,1928,10949,1799,25581,2678,20650,2610,9506,1511,10734,1476,4210,1073
0500000US06041,6041,"Marin County, California",191099,505,7783,1878,6831,1355,20734,2708,31699,2845,11434,1533,65441,3510,47177,2918
0500000US06045,6045,"Mendocino County, California",62101,838,3688,936,3739,998,16903,2039,17473,1737,3558,806,11172,1563,5568,1038
0500000US06047,6047,"Merced County, California",155645,1151,32221,3233,17314,2499,38417,2938,33609,2733,11599,1845,14641,1982,7844,1343
0500000US06053,6053,"Monterey County, California",273998,510,57240,4110,27750,2763,53452,3768,51470,3398,20317,2060,40275,2696,23494,2432
0500000US06055,6055,"Napa County, California",98697,509,10549,1516,4729,977,17658,2101,24904,2055,8493,1143,21600,1638,10764,1263
0500000US06057,6057,"Nevada County, California",74927,758,1022,548,3701,1009,15831,2016,20565,2564,8381,1270,16494,1851,8933,1472
0500000US06059,6059,"Orange County, California",2146420,526,193181,7277,147512,6713,370756,10251,440544,9313,162489,6558,538334,10454,293604,9402
0500000US06061,6061,"Placer County, California",261189,824,7288,1549,10057,2103,50279,3292,67472,3709,29621,2737,65707,3947,30765,2269
0500000US06065,6065,"Riverside County, California",1506481,648,146551,5515,149225,7299,403935,10910,378744,10092,115666,5645,199704,7343,112656,5230
0500000US06067,6067,"Sacramento County, California",1000997,562,65166,4930,63312,3988,224560,6796,252947,6388,98657,4299,200616,5769,95739,3884
0500000US06069,6069,"San Benito County, California",37147,242,6137,1239,2178,603,8682,1245,8638,1177,4297,957,4979,848,2236,744
0500000US06071,6071,"San Bernardino County, California",1322402,675,129221,6139,149916,6356,353060,8382,331512,8662,102042,5585,165281,6508,91370,5557
0500000US06073,6073,"San Diego County, California",2209465,479,154827,7451,140623,6791,416810,10721,503643,11616,172143,8669,501923,11751,319496,9573
0500000US06075,6075,"San Francisco County, California",683821,619,56405,5084,28375,2701,87434,4932,96288,5328,38150,3062,227064,6770,150105,5714
0500000US06077,6077,"San Joaquin County, California",452979,610,51948,3600,47271,3292,119955,5320,105700,6322,42827,3070,57597,4535,27681,3013
0500000US06079,6079,"San Luis Obispo County, California",187193,727,8014,1571,10154,1929,38403,3297,47940,3284,18868,2135,39804,2522,24010,2432
0500000US06081,6081,"San Mateo County, California",545516,1056,40457,3875,25295,3074,83181,3996,97203,5064,42429,2640,149916,5497,107035,4554
0500000US06083,6083,"Santa Barbara County, California",273982,867,34505,2917,20249,2688,48687,2795,58799,3320,20752,2212,54906,3181,36084,2648
0500000US06085,6085,"Santa Clara County, California",1315014,1097,97529,5893,69131,4570,194028,7042,210270,7266,93110,4373,346350,7748,304596,8069
0500000US06087,6087,"Santa Cruz County, California",178043,969,16841,2439,11416,1945,27569,2725,39508,3016,16575,2018,40200,2895,25934,2257
0500000US06089,6089,"Shasta County, California",126950,889,2904,724,9469,1680,32157,2722,39006,3109,15509,1723,18123,1820,9782,1665
0500000US06093,6093,"Siskiyou County, California",31994,319,1022,335,2453,644,7656,891,10257,930,4269,761,4553,915,1784,486
0500000US06095,6095,"Solano County, California",295732,392,16866,2582,19924,2558,72595,3630,79082,3469,31283,2616,54767,4062,21215,2026
0500000US06097,6097,"Sonoma County, California",356680,794,23069,2820,23183,2715,68387,4426,91028,4406,33968,2728,73795,3546,43250,3076
0500000US06099,6099,"Stanislaus County, California",338947,682,39619,2937,37731,3295,96626,5213,84101,4729,25134,2131,36954,3153,18782,2148
0500000US06101,6101,"Sutter County, California",62179,354,8194,1643,6679,1376,15115,1837,15985,1539,6099,1022,6487,1217,3620,809
0500000US06103,6103,"Tehama County, California",43750,697,3222,829,3333,803,13778,1838,14230,1757,3216,917,4072,1068,1899,892
0500000US06107,6107,"Tulare County, California",267457,557,53589,3931,29053,2552,64964,4545,63225,4011,18671,2134,27041,2550,10914,1555
0500000US06109,6109,"Tuolumne County, California",40991,733,376,278,3191,890,12886,1280,12228,1623,3869,901,5775,1168,2666,823
0500000US06111,6111,"Ventura County, California",564044,829,59780,4228,36395,3171,103764,4702,133038,5513,46434,3417,117648,5535,66985,4004
0500000US06113,6113,"Yolo County, California",125505,732,7170,1523,8414,1952,22579,2203,25574,2689,8436,1424,27563,2152,25769,1993
0500000US06115,6115,"Yuba County, California",46896,675,2965,790,5152,1410,10729,1735,16152,1802,5439,1066,4606,1109,1853,580
0500000US08001,8001,"Adams County, Colorado",312281,705,27146,2901,28959,2907,86171,3971,74678,3674,24135,1924,49063,2704,22129,2341
0500000US08005,8005,"Arapahoe County, Colorado",423411,307,13332,1879,16074,2385,86958,4220,95208,4250,38089,2609,111725,4297,62025,3369
0500000US08013,8013,"Boulder County, Colorado",206135,876,4612,1348,6552,1488,26844,2502,30398,2710,12870,1513,69676,3130,55183,3218
0500000US08014,8014,"Broomfield County, Colorado",44959,404,577,387,793,463,6719,933,7630,1284,4028,796,15436,1258,9776,1113
0500000US08029,8029,"Delta County, Colorado",21695,739,701,450,998,498,9448,1262,4613,919,1729,644,2254,659,1952,553
0500000US08031,8031,"Denver County, Colorado",483833,381,35327,3427,33342,3800,79629,4365,84368,4474,23242,2198,138565,4568,89360,4184
0500000US08035,8035,"Douglas County, Colorado",209300,361,1067,499,2783,771,26224,2792,43469,2618,18404,1984,76105,3281,41248,2754
0500000US08037,8037,"Eagle County, Colorado",35801,1433,3031,795,2470,892,5712,1308,7044,1459,2697,948,10564,1409,4283,1266
0500000US08039,8039,"Elbert County, Colorado",17702,482,31,72,445,228,4028,888,4400,764,2159,678,4634,707,2005,569
0500000US08041,8041,"El Paso County, Colorado",429737,546,6970,1441,16697,2250,93574,4179,107563,5051,48376,3871,97132,4363,59425,3664
0500000US08043,8043,"Fremont County, Colorado",35843,1034,367,261,3160,928,15724,2046,7907,1259,3132,802,3442,747,2111,629
0500000US08045,8045,"Garfield County, Colorado",39502,945,2263,991,3308,1002,10928,1656,8054,1347,2831,782,7475,1391,4643,1003
0500000US08059,8059,"Jefferson County, Colorado",402171,763,7308,1364,15363,2469,88016,4100,85982,4312,31727,2413,109630,4496,64145,3463
0500000US08067,8067,"La Plata County, Colorado",38851,640,647,440,1402,505,8090,1220,10642,1262,3227,860,8983,1305,5860,1024
0500000US08069,8069,"Larimer County, Colorado",217339,995,2487,778,6639,1542,43576,2912,44864,2973,19434,2053,60222,3193,40117,2804
0500000US08075,8075,"Logan County, Colorado",15886,660,1133,291,754,534,4558,825,4523,949,2021,650,2230,603,667,317
0500000US08077,8077,"Mesa County, Colorado",99999,831,3249,1255,5958,1330,25906,2331,27558,2514,7052,1208,20676,2411,9600,1616
0500000US08083,8083,"Montezuma County, Colorado",18648,589,1329,533,1481,624,6029,1046,4463,953,1098,501,2409,747,1839,696
0500000US08085,8085,"Montrose County, Colorado",28605,721,1112,472,1836,570,9970,1077,7296,1094,2005,552,4820,1168,1566,443
0500000US08087,8087,"Morgan County, Colorado",18888,730,1234,576,1885,907,6857,1061,4309,811,1533,475,1399,454,1671,690
0500000US08101,8101,"Pueblo County, Colorado",110570,379,3698,847,10422,1661,31871,2566,28141,2055,12552,1497,15842,1752,8044,1239
0500000US08107,8107,"Routt County, Colorado",19098,1793,21,39,108,100,4728,1268,3381,822,1412,578,6566,1435,2882,850
0500000US08117,8117,"Summit County, Colorado",23130,1334,1027,805,438,415,3962,1403,4268,1320,1697,940,8643,1875,3095,836
0500000US08119,8119,"Teller County, Colorado",16972,1068,82,102,688,418,3795,1020,4418,1049,1460,682,4109,1022,2420,714
0500000US08123,8123,"Weld County, Colorado",180362,681,9388,1644,13874,1797,47981,2915,46633,3058,15705,1783,31679,1827,15102,1565
0500000US09001,9001,"Fairfield County, Connecticut",641084,213,34306,3863,29093,2699,149055,6079,93081,4816,38900,2798,167323,5220,129326,5237
0500000US09003,9003,"Hartford County, Connecticut",620970,684,27271,2806,39215,3255,168085,5239,105457,4402,48903,3306,131824,4557,100215,4325
0500000US09005,9005,"Litchfield County, Connecticut",134989,683,4832,1276,6054,1450,40956,2859,25608,2116,12260,1782,25433,2224,19846,1971
0500000US09007,9007,"Middlesex County, Connecticut",117835,820,2912,709,5615,984,31642,2663,17972,2086,12139,1645,26726,2215,20829,1953
0500000US09009,9009,"New Haven County, Connecticut",594403,371,24959,3039,37169,4080,180605,6810,103181,5745,44664,3482,113143,5170,90682,4139
0500000US09011,9011,"New London County, Connecticut",189272,695,6255,1188,9966,1455,58447,3847,36137,3022,15184,2186,35537,2554,27746,2346
0500000US09013,9013,"Tolland County, Connecticut",95512,759,1642,680,3534,869,24387,2154,17774,1746,8598,1492,23730,2080,15847,1921
0500000US09015,9015,"Windham County, Connecticut",80653,734,2595,810,6850,1298,25739,2391,18310,2187,7322,1276,12217,1724,7620,1352
0500000US10001,10001,"Kent County, Delaware",113970,488,5968,1503,9454,1664,38532,3217,26393,2324,9357,1329,14941,1641,9325,1445
0500000US10003,10003,"New Castle County, Delaware",379660,679,11419,1695,23026,2489,105557,4810,76463,4159,27138,2476,78846,3966,57211,2823
0500000US10005,10005,"Sussex County, Delaware",159006,1126,7305,1368,15183,2347,50721,3120,28130,2346,16061,2122,23794,2253,17812,2238
0500000US11001,11001,"District of Columbia, District of Columbia",472884,163,20227,2705,28022,2865,82181,4424,60107,3762,14002,2076,112629,5205,155716,4691
0500000US12001,12001,"Alachua County, Florida",156666,159,4398,2087,7143,1472,33392,3326,25635,2320,17143,2403,36023,3191,32932,2886
0500000US12003,12003,"Baker County, Florida",18925,1591,509,369,1221,523,8950,1534,4303,1578,2420,988,1113,522,409,441
0500000US12005,12005,"Bay County, Florida",126819,714,4173,1134,9601,1941,38826,2968,31734,2209,13358,1995,18672,2220,10455,1638
0500000US12007,12007,"Bradford County, Florida",18362,1485,1095,605,2864,798,6849,1017,3284,939,2069,704,1278,643,923,573
0500000US12009,12009,"Brevard County, Florida",418232,985,11356,2239,23062,2692,123546,5913,95382,5457,46301,3839,72438,4129,46147,3789
0500000US12011,12011,"Broward County, Florida",1332717,340,71237,6247,85485,5439,364943,9974,254527,7790,127069,6281,275221,8709,154235,7062
0500000US12015,12015,"Charlotte County, Florida",141657,1213,3531,998,9470,1610,55158,3686,32013,2808,11682,1772,18561,2366,11242,1610
0500000US12017,12017,"Citrus County, Florida",111992,693,4558,1517,10987,2034,44416,2963,24064,2430,9791,1947,11212,2022,6964,1440
0500000US12019,12019,"Clay County, Florida",137977,1337,4136,1672,9659,2071,44542,3457,31248,3579,15575,2506,23245,2626,9572,2130
0500000US12021,12021,"Collier County, Florida",268250,964,16835,2849,18490,2809,69969,4988,47906,3460,20607,2843,57501,3287,36942,2689
0500000US12023,12023,"Columbia County, Florida",46889,773,2046,874,4190,959,16781,1748,11829,1568,4946,1297,4717,1160,2380,677
0500000US12027,12027,"DeSoto County, Florida",24457,1594,4355,1324,3762,1176,9708,1281,3166,757,978,429,1837,585,651,328
0500000US12031,12031,"Duval County, Florida",619036,652,17789,2537,50832,4785,171296,6942,141955,6579,57604,4863,121472,5673,58088,4396
0500000US12033,12033,"Escambia County, Florida",207410,1050,5352,1441,12549,1987,58646,3358,45239,3113,33453,3273,33796,2901,18375,2012
0500000US12035,12035,"Flagler County, Florida",78457,1370,1027,473,3918,1140,25755,2358,19845,2173,7449,1612,13728,1638,6735,1464
0500000US12039,12039,"Gadsden County, Florida",31803,844,2176,777,5159,1383,11737,1549,6090,1093,2097,682,2906,811,1638,576
0500000US12049,12049,"Hardee County, Florida",17961,1383,2499,821,1534,520,8875,1347,2805,856,286,230,1226,450,736,570
0500000US12051,12051,"Hendry County, Florida",23315,1537,6620,1774,3785,1377,6930,1718,3026,907,1399,665,1088,652,467,253
0500000US12053,12053,"Hernando County, Florida",134219,854,5295,1100,10294,1638,49142,3075,31214,2040,14976,1739,14998,1821,8300,1440
